universe.size,Cycle breaking,Grounding,answer,number.of.independent.pairs,instance,proportion.probabilistic,Propagating evidence,domain.size,Clark's completion,Total time,number.of.facts,number.of.variables,maximum.arity,number.of.predicates,DSharp compilation,maximum.number.of.nodes
192321200,0.0000,0.0007,1,15,3,0.25,0.0000,400,0.0000,2.2897,10000,2,3,8,0.0003,4
1600,,0.0064,,10,5,0.75,0.0000,200,,0.1747,1200.0,4,1,8,,8
24120400,,0.0024,,8,7,0.5,0.0000,200,,0.1806,1000,2,3,8,,4
3200,0.0000,0.0059,1,15,7,0.25,0.0001,400,0.0000,0.1081,1000,8,1,8,0.0004,8
50300,,0.0074,,16,4,0.25,0.0000,100,,0.1799,1000,4,2,8,,2
3000500,0.0001,0.0021,0.4,23,0,0.5,0.0000,100,0.0000,22.6052,100000,8,3,8,0.0004,2
24120400,0.0001,0.0050,0.3,28,4,0.75,0.0001,200,0.0000,22.9490,100000,2,3,8,0.0007,2
50300,0.0001,0.0015,0.1,8,7,0.5,0.0000,100,0.0001,8.7373,37725.0,4,2,8,0.0008,8
1060100,0.0001,0.0025,0.4,17,2,0.75,0.0000,100,0.0000,3.0345,10000,8,3,8,0.0007,4
2030300,0.0001,0.0014,0.8,8,0,0.75,0.0000,100,0.0000,3.0062,10000,2,3,8,0.0005,4
1600,0.0000,0.0022,1,12,6,0.25,0.0000,200,0.0000,0.1561,1000,2,1,8,0.0004,4
64160800,,0.0061,,1,0,0.5,0.0000,400,,26.6339,100000,4,3,4,,4
3200,0.0004,0.0041,0.768,15,6,0.75,0.0000,400,0.0001,0.2531,1000,8,1,8,0.0154,8
256640000,0.0001,0.0010,0.8,21,0,0.25,0.0000,400,0.0000,16.7238,100000,4,3,8,0.0004,2
48000400,0.0001,0.0027,1,15,5,0.5,0.0000,200,0.0000,2.4865,10000,2,3,8,0.0005,4
256320800,0.0001,0.0051,0.2,22,7,0.75,0.0001,400,0.0000,26.0734,100000,2,3,8,0.0005,2
1600,0.0002,0.0031,0.82,20,8,0.75,0.0000,200,0.0000,0.2582,1200.0,8,1,8,0.0202,8
192161600,0.0003,0.0013,0.8,28,8,0.75,0.0001,400,0.0005,2.7270,10000,2,3,8,0.0038,2
64160800,,0.2532,,6,9,0.75,0.0000,400,,29.5715,100000,4,3,4,,8
4010300,0.0000,0.0012,1,27,1,0.5,0.0000,100,0.0000,26.6733,100000,4,3,8,0.0004,2
16120600,,0.4792,,1,1,0.25,0.0000,200,,2.0447,10000,4,3,8,,8
960800,0.0000,0.0020,1,27,6,0.5,0.0000,400,0.0000,0.3619,1000,2,2,8,0.0007,2
24080600,,0.0023,,21,3,0.75,0.0000,200,,0.1844,1000,4,3,8,,2
200600,,0.0071,,27,2,0.75,0.0001,200,,2.0640,10000,2,2,8,,2
3200,0.0003,0.0026,0.3,22,2,0.5,0.0000,400,0.0000,0.4928,2400.0,8,1,8,0.0005,8
50300,0.0001,0.0031,0.6,17,2,0.75,0.0001,100,0.0000,6.5168,37725.0,2,2,8,0.0007,4
16040200,0.0001,0.0011,0.3,1,5,0.75,0.0000,200,0.0000,23.7463,100000,4,3,4,0.0004,4
800,,0.0018,,22,4,0.5,0.0000,100,,0.0611,600.0,8,1,8,,8
3020300,0.0001,0.0010,0.6,17,1,0.5,0.0000,100,0.0000,1.6826,10000,8,3,8,0.0004,4
40400,0.0001,0.0011,0.2,20,2,0.25,0.0000,100,0.0000,1.2958,10000,8,2,8,0.0004,8
4020200,0.0001,0.0010,0.3,22,7,0.25,0.0000,100,0.0000,1.5471,10000,2,3,8,0.0004,2
40600,,0.0403,,6,8,0.5,0.0000,200,,1.5229,10000,4,2,4,,4
60200,,0.0022,,4,9,0.5,0.0000,100,,0.1382,1000,8,2,8,,8
128160400,0.0000,0.0010,1,6,6,0.25,0.0000,400,0.0000,20.2448,100000,4,3,4,0.0009,8
240400,0.0001,0.0010,0.3,19,1,0.75,0.0000,200,0.0000,1.6215,10000,2,2,8,0.0004,2
16120600,0.0001,0.0010,0.3,8,0,0.5,0.0000,200,0.0000,0.1389,1000,2,3,8,0.0004,4
640000,0.0000,0.0018,1,4,3,0.5,0.0000,400,0.0002,1.4674,10000,4,2,4,0.0006,8
3200,,0.0029,,8,5,0.75,0.0000,400,,0.2910,2400.0,8,1,8,,8
32080400,0.0001,0.0016,0.1,15,8,0.25,0.0000,200,0.0000,19.0330,100000,8,3,8,0.0006,4
24120400,0.0000,0.0010,1,23,7,0.25,0.0000,200,0.0000,0.1758,1000,2,3,8,0.0003,4
3200,,0.0026,,11,8,0.75,0.0000,400,,0.2930,2400.0,8,1,8,,4
256320800,0.0000,0.0020,1,12,6,0.25,0.0000,400,0.0000,0.1393,1000,4,3,8,0.0004,8
641600,,0.0190,,12,3,0.5,0.0000,400,,1.5881,10000,8,2,8,,2
1010000,0.0000,0.0011,1,1,6,0.25,0.0000,100,0.0000,1.7688,10000,2,3,2,0.0004,4
3200,0.0008,1.5069,1,3,9,0.25,0.0000,400,0.0000,1.8937,2400.0,4,1,8,0.0005,8
801200,0.0003,0.0029,0.7,16,2,0.75,0.0000,400,0.0000,0.2592,1000,4,2,8,0.0005,2
121000,,0.0294,,20,8,0.5,0.0000,200,,2.4947,10000,8,2,8,,8
64481600,0.0000,0.0021,1,27,4,0.25,0.0000,400,0.0000,0.2089,1000,4,3,8,0.0004,2
200600,0.0000,0.0038,1,19,7,0.25,0.0001,200,0.0000,16.7399,100000,2,2,8,0.0007,2
6000200,0.0001,0.0023,0.6,15,2,0.75,0.0000,100,0.0000,31.2927,100000,8,3,8,0.0005,4
64320400,0.0000,0.0042,1,6,3,0.25,0.0000,400,0.0000,25.6985,100000,4,3,4,0.0005,8
160000,,0.0206,,6,3,0.75,0.0000,200,,2.6323,10000,4,2,4,,4
5010200,,0.0914,,23,4,0.25,0.0000,100,,26.0235,100000,8,3,8,,2
1600,0.0003,0.0073,0.2,3,5,0.75,0.0001,200,0.0001,0.1920,1000,4,1,8,0.0008,8
160800,0.0001,0.0017,0.3,20,4,0.75,0.0000,200,0.0000,18.1654,100000,8,2,8,0.0012,8
40200,0.0004,0.0107,0.988,0,2,0.5,0.0000,200,0.0001,0.1572,1000,4,2,2,0.0144,2
24080600,0.0001,0.0010,0.9,17,1,0.75,0.0000,200,0.0000,21.8637,100000,8,3,8,0.0004,4
32040600,0.0001,0.0012,0.4,17,3,0.75,0.0000,200,0.0000,1.8520,10000,8,3,8,0.0004,4
128481200,0.0000,0.0015,1,27,9,0.25,0.0000,400,0.0000,21.6010,100000,4,3,8,0.0015,2
3200,,0.0030,,8,3,0.25,0.0000,400,,0.1325,1000,8,1,8,,8
800,,0.0030,,5,1,0.75,0.0000,100,,0.1302,600.0,4,1,8,,2
40400,0.0001,0.0026,1,1,3,0.5,0.0000,100,0.0000,0.2260,1000,8,2,8,0.0005,2
16080800,0.0001,0.1665,1,21,9,0.25,0.0000,200,0.0000,0.3919,1000,4,3,8,0.0004,2
50300,0.0000,0.0011,1,27,4,0.25,0.0000,100,0.0000,8.4893,37725.0,2,2,8,0.0004,2
800,,0.0051,,9,1,0.5,0.0000,100,,0.1253,600.0,2,1,8,,4
1600,,0.0028,,3,0,0.5,0.0000,200,,0.1405,1200.0,4,1,8,,8
322400,0.0000,0.0013,1,26,6,0.25,0.0000,400,0.0000,2.1092,10000,2,2,8,0.0004,8
800,,0.0027,,11,5,0.75,0.0000,100,,0.0904,600.0,8,1,8,,4
121000,0.0001,0.0015,0.8,12,9,0.5,0.0000,200,0.0000,1.5607,10000,8,2,8,0.0005,2
16040200,0.3111,0.4563,1,1,0,0.5,0.0000,200,0.2687,3.7939,1000,8,3,4,1.2576,4
482000,0.0000,0.0027,1,27,7,0.25,0.0000,400,0.0000,0.2000,1000,2,2,8,0.0006,2
16080800,0.0000,0.0016,1,15,6,0.5,0.0000,200,0.0000,0.4123,1000,8,3,8,0.0005,4
1600,0.0008,0.0037,0.763,11,4,0.75,0.0000,200,0.0006,0.2760,1200.0,8,1,8,0.0187,4
10700,0.0001,0.0019,0.5,1,5,0.25,0.0000,100,0.0000,0.1851,1000,8,2,8,0.0006,2
5020100,0.0001,0.0011,0.3,28,7,0.25,0.0000,100,0.0000,1.7390,10000,2,3,8,0.0004,2
801200,0.0000,0.0017,1,26,7,0.25,0.0000,400,0.0000,0.1129,1000,2,2,8,0.0004,8
4040000,0.0001,0.0009,0.6,21,0,0.5,0.0000,100,0.0000,0.2114,1000,4,3,8,0.0004,2
400,0.0002,0.0028,0.3,5,1,0.75,0.0000,100,0.0000,0.0399,300.0,2,1,4,0.0004,4
5030000,0.0001,0.0014,0.8,23,2,0.75,0.0000,100,0.0000,24.3714,100000,2,3,8,0.0004,4
50300,0.0000,0.0017,1,26,7,0.25,0.0000,100,0.0000,1.2830,10000,2,2,8,0.0005,8
160800,0.0007,0.2207,1,4,4,0.25,0.0000,200,0.0000,0.3474,1000,8,2,8,0.0003,8
3200,0.0002,0.0024,0.6,3,5,0.5,0.0000,400,0.0000,0.1154,1000,4,1,8,0.0004,8
121000,,0.0024,,17,4,0.25,0.0000,200,,0.1239,1000,2,2,8,,4
200600,0.0000,0.0016,1,27,0,0.25,0.0000,200,0.0000,16.1301,100000,2,2,8,0.0006,2
128640800,0.0000,0.0016,1,21,8,0.5,0.0000,400,0.0001,0.1418,1000,4,3,8,0.0027,2
30500,0.0000,0.0009,1,17,4,0.25,0.0000,100,0.0000,1.1755,10000,2,2,8,0.0003,4
800,,0.0023,,11,2,0.5,0.0000,100,,0.0845,600.0,8,1,8,,4
1600,,0.0074,,9,7,0.25,0.0000,200,,0.1253,1200.0,4,1,8,,4
1600,,0.0029,,22,7,0.25,0.0000,200,,0.1196,1000,8,1,8,,8
60200,,0.0441,,4,9,0.25,0.0000,100,,1.5664,10000,8,2,8,,8
3200,0.0000,0.0018,1,12,1,0.5,0.0000,400,0.0000,0.2629,2400.0,2,1,8,0.0003,4
1600,,0.0039,719.,9,1,0.75,0.0000,200,,0.1429,1000,2,1,8,,4
800,,0.0072,,1,3,0.25,0.0000,100,,0.0732,600.0,8,1,8,,2
3200,,0.0029,,8,9,0.5,0.0000,400,,0.2628,2400.0,8,1,8,,8
3200,,0.0025,,6,4,0.25,0.0000,400,,0.0969,1000,2,1,8,,8
50300,0.0001,0.0019,0.6,8,6,0.75,0.0000,100,0.0000,8.3602,37725.0,4,2,8,0.0008,8
48040200,0.0000,0.0015,1,15,1,0.5,0.0001,200,0.0000,0.2997,1000,4,3,8,0.0004,4
64000400,0.0000,0.0021,1,1,7,0.5,0.0001,400,0.0000,1.9963,10000,2,3,2,0.0004,4
3200,0.3764,1.1417,1,8,1,0.5,0.0000,400,0.2911,5.1876,2400.0,8,1,8,1.5153,8
1600,0.0002,0.0030,0.4,5,2,0.5,0.0000,400,0.0000,0.1899,1000,2,1,4,0.0006,4
3200,,0.0157,,8,8,0.5,0.0000,400,,0.4385,2400.0,8,1,8,,8
128320000,0.0001,0.0028,1,1,1,0.75,0.0000,400,0.0000,28.1812,100000,4,3,4,0.0006,4
3200,,0.0041,,20,5,0.25,0.0000,400,,0.3844,2400.0,8,1,8,,8
3200,,0.0041,,22,6,0.75,0.0000,400,,0.2191,1000,8,1,8,,8
40000,0.0000,0.0010,1,6,3,0.25,0.0000,100,0.0000,3.8470,30000.0,4,2,4,0.0003,4
3030200,0.0000,0.0013,1,12,0,0.75,0.0000,100,0.0000,32.8187,100000,4,3,8,0.0004,8
1020100,,0.0046,,6,3,0.75,0.0000,100,,0.3218,1000,4,3,4,,8
8080200,0.0001,0.0016,0.2,6,3,0.25,0.0000,200,0.0000,22.8775,100000,4,3,4,0.0005,8
70100,0.0001,0.0011,0.1,9,4,0.5,0.0000,100,0.0000,1.7103,10000,4,2,8,0.0004,8
641600,,0.0166,,16,5,0.5,0.0000,400,,2.3950,10000,4,2,8,,2
40400,0.0000,0.0009,1,12,4,0.5,0.0000,100,0.0000,5.9211,30300.0,8,2,8,0.0003,2
121000,,0.0218,,20,8,0.75,0.0000,200,,2.7368,10000,8,2,8,,8
128481200,0.0001,0.0044,0.8,15,1,0.5,0.0000,400,0.0000,25.3010,100000,2,3,8,0.0006,4
64960400,,0.0152,,17,2,0.75,0.0000,400,,2.6974,10000,8,3,8,,4
3200,,59.5038,,22,2,0.75,0.0000,400,,60.0015,2400.0,8,1,8,,8
400,,0.0053,,5,0,0.25,0.0000,100,,0.0604,300.0,2,1,4,,4
32080400,0.0001,0.0015,0.6,12,6,0.75,0.0000,200,0.0000,0.2755,1000,4,3,8,0.0005,8
60200,0.0000,0.0034,1,27,5,0.75,0.0000,100,0.0000,0.2464,1000,2,2,8,0.0005,2
40040400,,0.0575,,15,4,0.75,0.0000,200,,30.0938,100000,8,3,8,,4
24200000,0.0000,0.0011,1,15,9,0.5,0.0000,200,0.0000,0.1589,1000,2,3,8,0.0007,4
3200,,0.0044,,20,5,0.25,0.0000,400,,0.0970,1000,8,1,8,,8
20200,,0.0835,,6,2,0.75,0.0000,100,,2.5344,15150.0,4,2,4,,4
3200,0.0007,0.2189,0.915,3,9,0.5,0.0000,400,0.0001,0.3261,1000,4,1,8,0.0124,8
4030100,0.0000,0.0011,1,1,2,0.5,0.0000,100,0.0000,0.1806,1000,4,3,8,0.0003,8
4030100,0.0000,0.0010,1,1,2,0.75,0.0000,100,0.0000,0.1727,1000,4,3,8,0.0004,8
240400,,0.8472,,1,9,0.5,0.0000,200,,27.0034,100000,8,2,8,,2
320800,,0.0333,,4,9,0.5,0.0000,400,,17.7278,100000,4,2,4,,8
256480400,,0.0032,,27,5,0.75,0.0000,400,,1.8747,10000,4,3,8,,2
192321200,0.0000,0.0009,1,15,3,0.75,0.0000,400,0.0000,2.3896,10000,8,3,8,0.0003,4
200600,0.0000,0.0026,1,27,2,0.25,0.0000,200,0.0000,0.1239,1000,2,2,8,0.0004,2
50300,0.0002,0.0046,0.3,26,2,0.5,0.0000,100,0.0000,2.2897,10000,2,2,8,0.0005,8
800,0.0001,0.0016,0.6,5,3,0.5,0.0000,100,0.0000,0.0692,600.0,4,1,8,0.0004,2
121000,0.0001,0.0014,0.8,26,1,0.75,0.0000,200,0.0000,0.1288,1000,2,2,8,0.0005,8
801200,,0.0621,,8,0,0.5,0.0000,400,,15.4187,100000,4,2,8,,8
400,0.0001,0.0019,0.9,5,2,0.75,0.0000,100,0.0000,0.0437,300.0,2,1,4,0.0004,4
32040600,0.0001,0.0017,0.3,27,3,0.75,0.0000,200,0.0000,1.9977,10000,4,3,8,0.0005,2
800,,0.0080,,1,0,0.5,0.0001,400,,0.0732,600.0,8,1,2,,8
256320800,0.0001,0.0018,0.2,23,9,0.75,0.0000,400,0.0000,0.3284,1000,8,3,8,0.0007,2
320000,,0.0031,,1,6,0.5,0.0000,200,,0.1216,1000,8,2,8,,2
1600,,0.0021,,5,1,0.75,0.0000,200,,0.1314,1200.0,4,1,8,,2
800,0.0001,0.1455,1,5,6,0.25,0.0000,100,0.0000,0.2115,600.0,8,1,8,0.0004,2
3200,,0.0114,,10,0,0.75,0.0000,400,,0.2947,2400.0,4,1,8,,8
8000000,0.0000,0.0011,1,15,9,0.75,0.0000,100,0.0000,19.9545,100000,8,3,8,0.0003,4
4020200,0.0002,0.0015,1,15,8,0.25,0.0000,100,0.0002,16.3035,100000,8,3,8,0.0016,4
400,0.0002,0.0023,0.4,5,2,0.5,0.0000,100,0.0000,0.0407,300.0,2,1,4,0.0016,4
8000200,0.0001,0.0020,0.7,1,7,0.75,0.0000,200,0.0000,20.3855,100000,2,3,2,0.0004,4
1600,0.0001,0.0015,0.9,1,1,0.75,0.0000,200,0.0000,0.1582,1200.0,8,1,8,0.0003,2
24000200,0.0000,0.0013,1,1,3,0.25,0.0000,200,0.0000,17.8073,100000,4,3,4,0.0003,4
121000,,0.0570,,8,9,0.25,0.0000,200,,1.2314,10000,4,2,8,,8
3200,,0.1206,,6,7,0.5,0.0000,400,,0.2273,1000,2,1,8,,8
800,0.0000,0.0021,1,5,8,0.25,0.0000,200,0.0000,0.0537,600.0,4,1,4,0.0003,2
24000200,0.0001,0.0013,0.1,1,7,0.75,0.0000,200,0.0000,19.9092,100000,4,3,4,0.0004,4
5010200,0.0001,0.0017,0.5,22,0,0.5,0.0000,100,0.0000,19.0161,100000,2,3,8,0.0004,2
200600,0.0001,0.0011,0.9,1,2,0.75,0.0000,200,0.0000,1.5778,10000,8,2,8,0.0004,2
256480400,,0.0084,,27,5,0.75,0.0000,400,,0.2384,1000,4,3,8,,2
160800,0.0000,0.0009,1,20,4,0.25,0.0000,200,0.0001,1.1877,10000,8,2,8,0.0026,8
128800400,0.0001,0.0010,0.6,3,4,0.75,0.0000,400,0.0000,16.9752,100000,4,3,8,0.0004,2
1600,0.0000,0.0023,1,15,7,0.25,0.0000,200,0.0000,0.1069,1200.0,8,1,8,0.0026,8
256320800,0.0000,0.0010,1,15,5,0.75,0.0000,400,0.0000,1.5131,10000,4,3,8,0.0004,4
3020300,0.0001,0.0815,0.7,15,6,0.75,0.0000,100,0.0000,1.6668,10000,4,3,8,0.0003,4
1600,,0.0019,,5,4,0.75,0.0000,200,,0.1391,1200.0,4,1,8,,2
80400,,0.0200,,0,3,0.75,0.0000,200,,1.3641,10000,4,2,4,,2
64160800,,0.0060,,1,0,0.5,0.0000,400,,1.4039,10000,4,3,4,,4
121000,0.0001,0.0011,0.2,27,7,0.75,0.0000,200,0.0000,13.6599,90750.0,2,2,8,0.0004,2
40040400,0.0000,0.0010,1,15,4,0.25,0.0000,200,0.0000,1.4216,10000,8,3,8,0.0004,4
256320800,0.0000,0.0011,1,12,1,0.25,0.0000,400,0.0000,15.0655,100000,4,3,8,0.0004,8
16080800,,0.0055,,15,6,0.75,0.0000,200,,0.1606,1000,8,3,8,,4
6000200,,0.0466,,15,2,0.5,0.0000,100,,17.8642,100000,8,3,8,,4
40400,,0.0025,,12,3,0.75,0.0000,100,,4.4371,30300.0,8,2,8,,2
40080200,0.0001,0.0011,0.9,3,1,0.75,0.0000,200,0.0000,18.4994,100000,4,3,8,0.0005,2
64000400,0.0000,0.0011,1,1,9,0.75,0.0000,400,0.0000,18.7335,100000,2,3,2,0.0003,4
60200,0.0000,0.0019,1,26,8,0.5,0.0000,100,0.0000,1.3023,10000,2,2,8,0.0003,8
16080800,0.0000,0.0018,1,22,6,0.5,0.0000,200,0.0000,15.7567,100000,2,3,8,0.0003,2
32040600,,0.0027,,27,1,0.75,0.0000,200,,1.6541,10000,4,3,8,,2
1600,0.0000,0.0029,1,5,8,0.5,0.0000,400,0.0000,0.1029,1000,4,1,4,0.0004,2
200600,,0.0087,,8,1,0.75,0.0000,200,,1.5402,10000,4,2,8,,8
641600,0.0000,0.0022,1,20,2,0.25,0.0000,400,0.0000,12.5566,100000,8,2,8,0.0003,8
3200,,0.0038,,6,2,0.25,0.0000,400,,0.0924,1000,2,1,8,,8
320800,,0.1468,,0,3,0.25,0.0000,400,,12.3901,100000,4,2,4,,2
3200,0.0001,0.0028,0.58,9,6,0.5,0.0000,400,0.0000,0.1023,1000,2,1,8,0.0084,4
801200,0.0001,0.0010,0.6,8,6,0.5,0.0000,400,0.0000,13.7463,100000,4,2,8,0.0004,8
24040000,0.0000,0.0012,1,1,2,0.25,0.0000,200,0.0000,14.1707,100000,8,3,4,0.0004,4
1600,,0.0037,,12,9,0.5,0.0000,200,,0.1174,1200.0,2,1,8,,4
121000,,0.0024,,20,8,0.75,0.0000,200,,0.1304,1000,8,2,8,,8
192321200,0.0001,0.0009,0.2,15,3,0.75,0.0000,400,0.0000,1.5671,10000,2,3,8,0.0004,4
2010500,0.0001,0.0052,0.7,15,0,0.75,0.0000,100,0.0000,23.2577,100000,2,3,8,0.0007,4
256480400,0.0000,0.0016,1,28,9,0.25,0.0000,400,0.0000,1.7654,10000,2,3,8,0.0005,2
20200,0.0000,0.0008,1,0,6,0.5,0.0000,100,0.0000,1.1627,10000,4,2,4,0.0004,2
3200,,0.0056,,9,2,0.25,0.0000,400,,0.2335,1000,4,1,8,,4
24080600,,0.0107,,21,6,0.25,0.0000,200,,1.5538,10000,4,3,8,,2
80400,,0.0417,,4,2,0.5,0.0000,200,,2.1909,10000,4,2,4,,8
3000100,0.0001,0.0028,1,6,4,0.25,0.0001,100,0.0000,29.0469,100000,4,3,4,0.0007,8
160800,,0.0035,,20,4,0.25,0.0000,200,,0.1695,1000,8,2,8,,8
3030200,0.0000,0.0011,1,3,2,0.25,0.0000,100,0.0000,17.4902,100000,4,3,8,0.0004,2
192321200,0.0001,0.0023,0.7,3,0,0.25,0.0000,400,0.0000,18.4450,100000,4,3,8,0.0036,2
128320000,0.0000,0.0014,1,6,1,0.25,0.0000,400,0.0000,23.9359,100000,4,3,4,0.0005,8
160800,,0.1385,,9,2,0.25,0.0000,200,,19.1982,100000,4,2,8,,8
192321200,0.0004,0.0044,0.3,23,4,0.5,0.0000,400,0.0001,0.1866,1000,2,3,8,0.0006,4
4010300,0.0001,0.0013,0.3,15,8,0.75,0.0000,100,0.0000,0.2193,1000,2,3,8,0.0005,4
960800,,0.0041,,9,6,0.5,0.0000,400,,2.9567,10000,4,2,8,,8
64160000,0.0001,0.0010,0.2,1,1,0.25,0.0000,400,0.0000,0.1009,1000,2,3,2,0.0003,4
128481200,0.0001,0.0009,0.8,1,3,0.75,0.0000,400,0.0000,0.1553,1000,4,3,8,0.0003,8
1600,,0.0060,,10,2,0.25,0.0000,200,,0.1425,1200.0,4,1,8,,8
800,0.0000,0.0013,1,5,1,0.25,0.0000,100,0.0000,0.0400,600.0,4,1,8,0.0004,2
160000,0.0000,0.0009,1,4,3,0.25,0.0000,200,0.0000,1.4193,10000,4,2,4,0.0004,8
24160200,0.0000,0.0009,1,22,1,0.25,0.0000,200,0.0000,0.1092,1000,2,3,8,0.0003,2
64641200,0.0002,0.0023,0.3,15,7,0.75,0.0000,400,0.0001,1.8206,10000,2,3,8,0.0009,4
30500,0.0000,0.0010,1,20,7,0.75,0.0000,100,0.0000,3.3726,22875.0,8,2,8,0.0003,8
2050100,,0.0406,,3,4,0.5,0.0000,100,,23.7784,100000,4,3,8,,2
24120400,0.0000,0.0011,1,8,1,0.25,0.0000,200,0.0000,1.9809,10000,2,3,8,0.0004,4
3200,0.0006,0.0071,0.272,20,5,0.5,0.0000,400,0.0001,0.6140,2400.0,8,1,8,0.0202,8
24120400,,0.0101,,23,5,0.5,0.0000,200,,2.4910,10000,8,3,8,,2
800,,0.0027,,5,7,0.75,0.0000,200,,0.1184,600.0,4,1,4,,2
960800,,0.3975,,4,3,0.75,0.0000,400,,23.8748,100000,8,2,8,,8
3030200,0.0002,0.0015,0.2,21,4,0.5,0.0000,100,0.0000,2.5022,10000,4,3,8,0.0006,2
80000,0.0000,0.0013,1,0,4,0.5,0.0000,200,0.0000,1.8311,10000,4,2,2,0.0004,2
24040800,0.0001,0.0016,0.3,15,8,0.25,0.0000,200,0.0000,0.1113,1000,4,3,8,0.0004,4
3200,,0.0021,,9,3,0.25,0.0000,400,,0.0660,1000,2,1,8,,4
80400,0.2551,0.3631,1,0,6,0.5,0.0000,200,0.3508,3.7492,1000,4,2,4,1.7185,2
160800,,0.1941,,16,3,0.5,0.0001,200,,13.7730,100000,4,2,8,,2
40200,0.0003,0.0034,0.712,0,9,0.5,0.0000,200,0.0001,1.2708,10000,4,2,2,0.0109,2
40400,0.0000,0.0008,1,1,3,0.25,0.0000,100,0.0000,0.0827,1000,8,2,8,0.0003,2
1600,0.0001,0.0016,0.2,5,4,0.5,0.0000,400,0.0000,0.1079,1200.0,2,1,4,0.0004,4
320160800,,0.0079,,23,4,0.5,0.0000,400,,2.0389,10000,8,3,8,,2
3200,0.0000,0.0055,1,20,2,0.25,0.0000,400,0.0000,0.1219,1000,8,1,8,0.0004,8
2020400,0.0001,0.0021,0.2,21,9,0.25,0.0000,100,0.0000,18.6988,100000,4,3,8,0.0005,2
24120400,,0.0097,,15,4,0.5,0.0000,200,,0.2538,1000,4,3,8,,4
30100,0.0007,0.0063,0.344,4,8,0.75,0.0000,100,0.0001,1.6954,10000,4,2,4,0.0216,8
3000500,0.0001,0.0030,1,23,0,0.25,0.0000,100,0.0000,24.0302,100000,8,3,8,0.0006,2
1600,,0.1824,,3,4,0.25,0.0000,200,,0.3345,1000,4,1,8,,8
320160800,,0.0150,,23,4,0.75,0.0000,400,,3.4371,10000,8,3,8,,2
5010200,0.0001,0.0033,0.6,22,0,0.75,0.0001,100,0.0000,32.2761,100000,2,3,8,0.0006,2
24080600,0.0000,0.0011,1,1,7,0.25,0.0000,200,0.0000,0.2577,1000,4,3,8,0.0004,8
2020400,,0.0046,,15,9,0.25,0.0000,100,,0.1645,1000,4,3,8,,4
4010300,0.0002,0.0024,0.1,12,5,0.5,0.0000,100,0.0000,21.3567,100000,4,3,8,0.0009,8
4010300,0.0002,0.0023,0.2,15,4,0.75,0.0000,100,0.0001,0.2827,1000,2,3,8,0.0007,4
192480800,0.0001,0.0011,0.3,23,5,0.75,0.0000,400,0.0000,34.3087,100000,8,3,8,0.0003,2
24080600,0.0001,0.0012,1,28,1,0.5,0.0000,200,0.0000,0.1957,1000,2,3,8,0.0005,2
32080400,0.0000,0.0008,1,23,9,0.5,0.0000,200,0.0000,1.4343,10000,8,3,8,0.0003,2
2010100,0.0001,0.0008,0.3,1,4,0.25,0.0000,100,0.0000,1.9040,10000,8,3,4,0.0003,4
320320400,0.0000,0.0012,1,15,7,0.25,0.0000,400,0.0000,2.2707,10000,4,3,8,0.0004,4
64481600,,0.0139,,27,4,0.75,0.0000,400,,4.6149,10000,4,3,8,,2
641600,0.0001,0.0022,0.2,12,4,0.75,0.0000,400,0.0000,0.4848,1000,8,2,8,0.0013,2
641600,,0.0085,,16,7,0.75,0.0000,400,,0.5401,1000,4,2,8,,2
2020400,,0.0093,,15,9,0.5,0.0000,100,,0.4871,1000,4,3,8,,4
24120400,0.0001,0.0019,0.4,23,7,0.5,0.0000,200,0.0000,28.9430,100000,2,3,8,0.0005,4
128481200,0.0001,0.0020,1,27,2,0.25,0.0000,400,0.0000,24.1475,100000,4,3,8,0.0007,2
2040200,0.0001,0.0016,0.9,8,3,0.5,0.0000,100,0.0001,0.1962,1000,2,3,8,0.0008,4
320800,0.0000,0.0020,1,6,9,0.5,0.0000,400,0.0000,1.8956,10000,4,2,4,0.0007,4
400,,0.0031,,5,3,0.5,0.0000,100,,0.0471,300.0,4,1,4,,2
3030200,0.0001,0.0013,0.6,28,2,0.75,0.0000,100,0.0000,26.3025,100000,2,3,8,0.0003,2
121000,,0.2957,,20,8,0.5,0.0000,200,,15.6777,90750.0,8,2,8,,8
48080000,0.0001,0.0016,0.3,28,6,0.75,0.0000,200,0.0000,18.1880,100000,2,3,8,0.0006,2
801200,0.0002,0.0021,0.8,19,6,0.75,0.0000,400,0.0000,1.0770,10000,2,2,8,0.0003,2
1600,,0.0022,,20,9,0.75,0.0000,200,,0.0849,1000,8,1,8,,8
1600,,0.0036,,5,7,0.25,0.0000,400,,0.0818,1200.0,4,1,4,,2
1600,,0.0031,,9,6,0.25,0.0000,200,,0.0793,1200.0,4,1,8,,4
128321600,0.0000,0.0026,1,22,6,0.5,0.0000,400,0.0000,1.3615,10000,2,3,8,0.0005,2
60200,0.0000,0.0014,1,12,7,0.25,0.0000,100,0.0000,0.1571,1000,8,2,8,0.0005,2
801200,0.0001,0.0025,0.88,27,4,0.5,0.0000,400,0.0001,13.2523,100000,2,2,8,0.0218,2
240400,,0.0020,,12,7,0.25,0.0000,200,,0.0865,1000,8,2,8,,2
40080200,0.0000,0.0015,1,28,7,0.75,0.0000,200,0.0000,0.2224,1000,2,3,8,0.0005,2
1600,,0.0052,,6,8,0.25,0.0000,200,,0.1196,1000,2,1,8,,8
