domain.size,number.of.predicates,number.of.variables,number.of.facts,Cycle breaking,Grounding,maximum.number.of.nodes,Compiling SDDExplicit,maximum.arity,proportion.probabilistic,Propagating evidence,Total time,number.of.independent.pairs,answer,instance,universe.size
200,8,2,10000,0.0000,0.0040,4,0.0003,3,0.25,0.0000,1.8740,15,1,7,8160600
400,8,2,10000,0.0000,0.0038,8,0.0003,2,0.75,0.0000,2.8615,26,1,9,641600
200,8,4,1000,,0.0023,2,,2,0.5,0.0000,0.1084,16,,5,160800
400,8,4,10000,0.0005,1.4230,8,0.0002,3,0.5,0.0000,3.3126,1,1,1,128481200
100,8,4,22875.0,0.0001,0.0011,8,0.0002,2,0.75,0.0000,3.8980,8,0.9,2,30500
100,8,4,10000,0.0001,0.0022,2,0.0005,3,0.5,0.0000,2.0126,27,0.8,7,2030300
400,8,8,1000,,0.0025,2,,2,0.75,0.0000,0.1646,1,,7,641600
100,8,4,600.0,0.0002,0.0017,2,0.0003,1,0.75,0.0000,0.0660,5,0.5,7,800
100,8,4,1000,0.0000,0.0012,4,0.0003,3,0.25,0.0000,0.1906,15,1,4,3030200
200,4,4,10000,0.0000,0.0015,8,0.0003,3,0.25,0.0000,1.7737,6,1,7,8080200
100,2,4,7575.0,0.0000,0.0050,2,0.0002,2,0.5,0.0000,1.3680,0,1,9,10100
100,4,4,15150.0,,0.0749,2,,2,0.75,0.0000,3.8098,0,,3,20200
200,4,4,10000,0.0001,0.0014,4,0.0003,3,0.75,0.0000,2.8760,1,0.4,0,8040400
400,8,4,1000,,0.0020,8,,2,0.25,0.0000,0.1504,9,,6,960800
200,8,8,1000,0.0003,0.0027,4,0.0005,1,0.25,0.0000,0.1289,11,0.2,1,1600
100,8,8,1000,0.0001,0.0107,2,0.0004,2,0.25,0.0000,0.2881,1,1,1,30500
400,4,4,100000,,0.0334,8,,2,0.25,0.0000,20.9411,4,,9,320800
400,8,4,100000,,0.3845,8,,2,0.75,0.0000,27.5321,9,,3,641600
400,8,8,1000,,0.0087,4,,1,0.75,0.0000,0.4052,11,,7,3200
100,8,8,600.0,,0.0072,2,,1,0.75,0.0000,0.1172,1,,7,800
100,4,4,10000,,0.0028,8,,3,0.75,0.0000,1.3092,6,,3,1020100
400,4,8,1000,,0.0065,4,,3,0.5,0.0000,0.2149,1,,3,192000400
100,8,4,10000,0.0025,14.8543,8,0.0002,2,0.25,0.0000,17.0944,9,1,1,60200
100,8,2,10000,0.0001,0.0015,4,0.0003,3,0.75,0.0000,1.8611,8,0.8,3,2040200
400,8,4,100000,0.0001,0.0015,4,0.0003,3,0.75,0.0000,27.9710,15,0.9,4,192480800
400,8,8,100000,0.0001,0.0014,2,0.0003,2,0.75,0.0000,26.9465,1,0.7,4,960800
400,8,4,1000,,0.0036,8,,1,0.25,0.0000,0.0801,3,,1,3200
200,8,4,10000,0.0000,0.0022,8,0.0002,3,0.5,0.0000,2.2402,12,1,7,24120400
400,8,8,2400.0,,0.0045,8,,1,0.75,0.0000,0.3753,8,,7,3200
200,8,4,1000,0.0001,0.0032,4,0.0003,3,0.5,0.0000,0.2074,15,0.4,2,32120200
400,8,4,100000,0.0001,0.0021,8,0.0003,2,0.5,0.0000,23.6767,8,0.5,7,801200
200,8,4,1000,0.0001,0.0021,8,0.0004,3,0.5,0.0000,0.3651,12,1,6,32080400
100,8,2,100000,0.0001,0.0033,4,0.0003,3,0.75,0.0000,28.8552,15,0.5,9,3050000
100,8,4,10000,,0.0081,2,,3,0.75,0.0000,2.9347,21,,6,3020300
100,8,2,10000,0.0000,0.0014,2,0.0003,3,0.5,0.0000,2.5175,22,1,7,4020200
400,4,8,10000,,0.0269,4,,3,0.5,0.0000,2.3346,1,,2,192160000
400,8,2,2400.0,,0.0123,4,,1,0.75,0.0000,0.6844,12,,6,3200
200,8,4,1000,0.0001,0.0026,2,0.0004,1,0.75,0.0000,0.1726,5,0.84,9,1600
200,4,4,100000,,0.5896,8,,3,0.5,0.0000,26.1008,6,,3,8080200
400,8,4,1000,,0.0093,8,,3,0.25,0.0000,0.2731,1,,8,320160800
200,8,2,10000,0.0001,0.0020,4,0.0004,3,0.5,0.0000,2.1141,8,1,9,24120400
200,8,4,1000,,0.0039,8,,3,0.25,0.0000,0.1937,12,,7,24120400
200,8,8,1000,,0.0051,4,,1,0.25,0.0000,0.2250,11,,6,1600
400,8,4,2400.0,,0.0064,4,,1,0.25,0.0000,0.1564,9,,7,3200
400,8,8,1000,,0.0049,4,,1,0.75,0.0000,0.1554,11,,9,3200
400,8,4,1000,,0.0034,2,,1,0.75,0.0000,0.0954,5,,0,3200
200,8,4,100000,0.0006,0.0054,2,0.0009,3,0.5,0.0000,27.9807,21,0.64,6,24080600
200,8,4,1000,,0.0034,2,,2,0.75,0.0000,0.2667,16,,4,200600
200,8,2,100000,0.0001,0.0042,2,0.0002,3,0.25,0.0000,24.8776,28,1,5,32040600
100,8,2,1000,0.0001,0.0010,2,0.0003,3,0.75,0.0000,0.1455,28,0.9,6,6020000
100,8,4,10000,0.0001,0.0011,4,0.0003,3,0.25,0.0000,1.4469,15,0.3,5,4020200
400,8,8,10000,,0.0026,8,,2,0.25,0.0000,1.6602,20,,7,482000
200,8,4,10000,,0.0109,8,,2,0.5,0.0000,1.5890,9,,2,160800
200,8,2,1000,0.0004,0.0037,2,0.0007,2,0.5,0.0000,0.3316,27,0.3,0,200600
200,8,8,10000,0.0001,0.0027,2,0.0002,2,0.25,0.0000,1.7765,1,1,9,240400
400,8,2,10000,0.0000,0.0030,2,0.0003,3,0.25,0.0000,2.4957,22,1,6,128321600
200,2,4,60000.0,,0.4455,2,,2,0.5,0.0000,15.7792,0,,8,80000
200,8,4,1000,0.0001,0.0009,4,0.0002,3,0.75,0.0000,0.1360,15,0.9,5,32080400
100,8,2,100000,0.0000,0.0024,4,0.0004,3,0.25,0.0000,25.7831,23,1,6,6010100
100,8,2,30300.0,0.0001,0.0013,4,0.0003,2,0.5,0.0000,6.8149,17,0.1,5,40400
400,8,4,100000,0.0000,0.0012,2,0.0002,3,0.25,0.0000,25.7922,3,1,3,256320800
400,8,4,1000,,0.0049,8,,2,0.75,0.0000,0.3420,8,,5,801200
200,8,8,100000,0.0000,0.0014,8,0.0001,2,0.5,0.0000,23.0291,4,1,0,160800
100,8,8,10000,0.0001,0.0011,2,0.0003,2,0.5,0.0000,1.7088,1,0.7,0,30500
100,8,4,37725.0,,0.0491,8,,2,0.25,0.0000,7.7118,8,,6,50300
400,4,4,10000,0.0000,0.0027,8,0.0004,2,0.5,0.0000,1.9114,4,1,4,480400
100,4,4,300.0,,0.0034,2,,1,0.5,0.0000,0.0680,5,,0,400
100,8,2,10000,0.0000,0.0013,2,0.0002,3,0.25,0.0000,1.2182,28,1,4,3030200
400,8,8,1000,,0.0034,8,,2,0.25,0.0000,0.2072,20,,3,801200
400,8,2,10000,0.0001,0.0013,2,0.0004,2,0.25,0.0000,1.6521,27,0.8,7,482000
400,8,4,10000,0.0000,0.0011,8,0.0002,3,0.5,0.0000,3.0097,12,1,5,256161200
100,8,2,1000,0.0000,0.0012,4,0.0002,3,0.5,0.0000,0.1933,23,1,9,3010400
100,8,4,600.0,,0.0036,8,,1,0.5,0.0000,0.0961,10,529.,6,800
100,8,8,1000,0.0000,0.0014,2,0.0003,3,0.75,0.0000,0.2881,23,1,2,5030000
200,8,4,10000,,0.0101,8,,2,0.25,0.0000,2.4689,8,,6,200600
400,4,4,1000,,0.0030,8,,2,0.75,0.0000,0.1925,4,,8,480400
200,8,2,100000,0.0000,0.0017,4,0.0003,3,0.25,0.0000,28.6898,8,1,5,56000200
100,8,2,22875.0,0.0001,0.0018,4,0.0003,2,0.5,0.0000,5.3640,17,0.1,6,30500
200,8,4,1000,0.0006,0.0074,4,0.0014,1,0.75,0.0000,0.2567,9,0.88,4,1600
200,8,4,100000,0.0001,0.0035,2,0.0003,3,0.75,0.0000,34.1187,27,0.7,6,32040600
400,8,2,10000,0.0001,0.0019,4,0.0003,3,0.25,0.0000,2.4797,15,1,7,64641200
100,8,2,100000,0.0001,0.0013,4,0.0002,3,0.75,0.0000,26.8273,15,0.2,1,2030300
200,4,4,1000,0.0001,0.0020,4,0.0005,2,0.5,0.0000,0.3232,6,0.7,4,120200
200,4,4,100000,,0.2596,8,,3,0.75,0.0000,28.7764,6,,0,16080000
100,8,8,10000,0.0001,0.0022,2,0.0005,3,0.5,0.0000,2.9559,23,0.6,1,4020200
400,8,8,100000,,0.0911,2,,2,0.5,0.0000,24.6707,12,,2,801200
200,8,4,1200.0,,0.0053,4,,1,0.25,0.0000,0.1664,9,,9,1600
100,8,2,1000,0.0004,0.0028,4,0.0005,3,0.75,0.0000,0.3934,23,0.8,9,3010400
400,8,8,2400.0,0.0002,0.0021,2,0.0004,1,0.75,0.0000,0.7120,1,0.2,8,3200
400,8,4,10000,0.0000,0.0013,2,0.0002,3,0.5,0.0000,3.2262,3,1,1,320320400
200,8,4,1000,,0.0033,2,,1,0.25,0.0000,0.1482,5,,2,1600
200,8,2,100000,0.0004,0.0042,2,0.0004,2,0.75,0.0000,23.3386,27,0.8,0,200600
400,8,4,1000,,0.0038,8,,1,0.5,0.0000,0.1708,10,,5,3200
400,8,2,2400.0,0.0001,0.0019,4,0.0004,1,0.25,0.0000,0.3736,12,0.8,1,3200
200,8,4,1200.0,,0.0042,2,,1,0.5,0.0000,0.1152,5,,1,1600
400,8,4,100000,0.0001,0.0022,4,0.0004,3,0.25,0.0000,28.5670,15,1,5,256320800
400,8,4,100000,0.0001,0.0048,4,0.0010,3,0.5,0.0002,27.1345,15,1,6,192321200
400,8,2,10000,0.0001,0.0022,2,0.0005,3,0.75,0.0000,2.6549,28,0.8,1,192321200
100,8,8,600.0,,0.0035,4,,1,0.5,0.0000,0.1102,11,,3,800
100,8,4,10000,0.0000,0.0021,8,0.0004,3,0.75,0.0000,2.6410,12,1,4,4040000
200,8,2,1000,0.0003,0.0030,4,0.0011,3,0.25,0.0001,0.1636,15,1,7,8160600
100,8,2,1000,0.0001,0.0013,4,0.0003,3,0.5,0.0000,0.1910,15,0.3,2,2030300
200,8,4,1000,0.0001,0.0016,2,0.0003,3,0.75,0.0000,0.1114,27,0.7,4,8120800
200,8,2,100000,0.0002,0.0023,2,0.0003,3,0.5,0.0000,28.0698,22,0.4,7,32080400
200,2,2,100000,0.0001,0.0019,4,0.0002,3,0.75,0.0000,31.8355,1,0.5,9,8000200
100,4,4,1000,0.0436,0.1074,2,0.0452,2,0.75,0.0000,0.3220,0,1,7,30100
400,8,2,2400.0,0.0000,0.0023,4,0.0002,1,0.5,0.0000,0.2147,12,1,3,3200
200,8,2,10000,0.0001,0.0032,2,0.0003,3,0.75,0.0000,2.7580,22,0.3,4,24120400
100,8,2,1000,0.0001,0.0014,4,0.0004,3,0.25,0.0000,0.1616,15,0.5,7,1040300
200,8,2,100000,0.0000,0.0015,4,0.0002,3,0.75,0.0000,31.1094,15,1,6,24080600
200,8,2,1200.0,,0.0110,4,,1,0.5,0.0001,0.2523,9,,2,1600
400,8,4,100000,0.0000,0.0020,8,0.0002,2,0.5,0.0000,18.8643,8,1,3,801200
200,8,2,1000,0.0001,0.0020,8,0.0005,2,0.5,0.0000,0.3029,26,0.2,0,160800
100,8,4,100000,0.0001,0.0017,4,0.0003,3,0.75,0.0000,30.0981,15,0.3,2,4030100
100,8,2,30300.0,0.0001,0.0021,4,0.0003,2,0.25,0.0001,6.2292,17,1,8,40400
400,8,4,1000,0.0877,0.3358,8,0.0966,2,0.5,0.0000,0.8136,9,1,5,641600
200,8,8,1000,0.0000,0.0012,8,0.0003,2,0.25,0.0000,0.1584,20,1,3,200600
400,8,2,1000,0.0000,0.0012,4,0.0002,3,0.25,0.0000,0.1960,23,1,6,384160400
200,8,4,1000,0.0003,0.0045,2,0.0011,3,0.75,0.0000,0.3766,21,0.91,8,16160400
400,8,4,2400.0,,0.0072,2,,1,0.5,0.0000,0.3448,5,,6,3200
400,8,2,10000,0.0000,0.0012,2,0.0002,3,0.5,0.0000,1.9266,28,1,4,192480800
200,8,2,100000,0.0001,0.0021,2,0.0004,2,0.5,0.0000,24.5977,19,1,2,200600
400,2,2,100000,0.0000,0.0017,4,0.0002,3,0.25,0.0000,30.0422,1,1,4,64000400
400,8,2,100000,0.0000,0.0013,4,0.0001,3,0.25,0.0000,28.4552,15,1,8,256161200
400,8,4,2400.0,,0.0065,2,,1,0.25,0.0000,0.5152,5,,4,3200
200,8,2,1000,0.0000,0.0012,4,0.0003,3,0.5,0.0000,0.2184,8,1,8,24080600
200,8,2,100000,0.0000,0.0033,2,0.0003,2,0.25,0.0000,21.6710,19,1,1,240400
400,8,2,10000,0.0001,0.0011,2,0.0003,2,0.75,0.0000,2.4900,19,0.7,2,801200
100,8,2,30300.0,0.0001,0.0016,4,0.0003,2,0.75,0.0000,8.3700,17,0.7,1,40400
400,8,4,1000,0.0000,0.0024,2,0.0003,3,0.25,0.0000,0.1608,21,1,5,128162000
400,8,4,100000,0.0001,0.0018,2,0.0004,3,0.75,0.0000,29.1227,27,0.7,9,128481200
100,8,2,100000,0.0001,0.0051,4,0.0003,3,0.25,0.0000,22.8540,15,1,2,2030300
100,8,8,30300.0,,0.1031,8,,2,0.25,0.0000,6.5461,20,,4,40400
100,8,8,1000,0.0002,0.0044,2,0.0005,3,0.5,0.0000,0.4599,23,0.7,3,6020000
400,8,8,1000,,0.0105,2,,1,0.75,0.0000,0.3468,1,,4,3200
200,8,4,1000,,0.0094,4,,1,0.5,0.0000,0.1725,9,,6,1600
400,8,2,10000,0.0001,0.0019,4,0.0004,2,0.5,0.0001,2.2980,17,1,5,641600
400,8,8,10000,0.0002,0.0037,8,0.0004,2,0.75,0.0000,1.9470,20,0.4,9,322400
400,8,4,10000,0.0001,0.0013,4,0.0003,3,0.5,0.0000,2.8321,15,0.3,7,320320400
200,8,2,100000,0.0001,0.0021,4,0.0003,2,0.75,0.0000,27.2590,17,0.5,0,200600
400,8,4,1000,,0.0069,4,,1,0.5,0.0000,0.1505,9,,8,3200
400,8,8,1000,0.0000,0.0023,4,0.0002,3,0.5,0.0000,0.1943,17,1,4,192480800
200,8,2,10000,0.0000,0.0018,2,0.0004,2,0.25,0.0000,2.6079,27,1,4,200600
200,8,2,10000,0.0000,0.0009,4,0.0002,3,0.25,0.0000,1.3846,15,1,3,24080600
400,4,4,1000,0.0001,0.0015,4,0.0004,3,0.75,0.0000,0.2133,1,0.8,8,64320400
400,8,4,1000,,0.0103,8,,1,0.75,0.0000,0.2993,10,,2,3200
200,8,2,100000,0.0001,0.0027,8,0.0002,2,0.25,0.0000,18.8894,26,0.5,7,200600
100,4,4,1000,0.0000,0.0021,4,0.0004,3,0.75,0.0000,0.3971,1,1,9,2000200
100,8,4,10000,0.0001,0.0013,8,0.0003,2,0.5,0.0000,1.9741,9,0.3,5,40400
400,8,4,10000,,0.0105,2,,2,0.5,0.0000,2.4824,16,,7,641600
400,8,4,1000,0.0001,0.0010,2,0.0003,2,0.5,0.0000,0.1064,16,0.9,0,801200
200,8,8,100000,,35.7617,8,,2,0.75,0.0000,60.0002,4,,2,200600
200,8,4,100000,0.0001,0.0016,4,0.0003,3,0.5,0.0000,22.7391,15,1,2,32120200
100,8,8,1000,0.0001,0.0027,8,0.0003,2,0.5,0.0000,0.2160,4,1,7,60200
100,8,4,10000,0.0000,0.0023,2,0.0004,3,0.25,0.0000,3.0178,3,1,5,5010200
200,8,4,1000,0.0001,0.0391,2,0.0002,3,0.5,0.0000,0.2302,3,1,4,16200200
100,4,4,10000,0.0001,0.0024,4,0.0004,3,0.5,0.0000,2.8010,1,1,4,2000200
100,8,2,100000,0.0001,0.0018,2,0.0002,3,0.5,0.0000,29.8672,22,0.3,6,2020400
400,8,2,10000,0.0001,0.0009,2,0.0002,3,0.5,0.0000,2.6657,22,0.2,1,192640400
400,8,8,100000,0.0001,0.0015,4,0.0003,3,0.25,0.0000,21.7955,17,1,8,128640800
400,8,8,1000,,0.0049,8,,1,0.25,0.0000,0.2275,15,,6,3200
100,8,4,1000,,59.8602,4,,3,0.25,0.0000,60.0003,15,,8,3010400
100,8,4,100000,0.0000,0.0015,2,0.0001,3,0.5,0.0000,28.7779,27,1,8,4020200
200,8,2,10000,0.0001,0.0012,4,0.0003,3,0.75,0.0000,3.2232,23,0.6,6,48040200
100,8,2,100000,0.0001,0.0030,4,0.0003,3,0.25,0.0000,26.2483,23,1,3,2030300
200,8,2,100000,0.0000,0.0014,4,0.0002,3,0.25,0.0000,27.2681,15,1,8,32040600
400,8,4,1000,,0.0021,8,,2,0.25,0.0000,0.1056,9,,5,641600
200,8,8,1200.0,,0.0060,8,,1,0.25,0.0000,0.2787,15,,5,1600
400,8,8,10000,,0.0085,8,,2,0.75,0.0000,2.1273,20,,5,801200
100,2,4,1000,0.0004,0.3492,2,0.0004,2,0.75,0.0000,0.7277,0,1,5,10100
400,8,8,100000,0.0004,0.1422,8,0.0004,2,0.25,0.0000,22.4289,4,1,6,482000
400,8,4,2400.0,0.0000,0.0020,2,0.0002,1,0.25,0.0000,0.4392,5,1,2,3200
200,8,4,10000,0.0001,0.0018,8,0.0004,3,0.75,0.0001,4.8416,1,1,3,16120600
400,2,4,100000,0.0000,0.0013,2,0.0001,2,0.75,0.0000,26.8420,0,1,6,160400
400,2,2,100000,0.0000,0.0017,4,0.0001,3,0.5,0.0000,28.7412,1,1,7,64000400
100,8,8,45150.0,,0.0029,8,,2,0.75,0.0000,10.4736,4,,9,60200
400,8,8,1000,,0.0074,8,,1,0.25,0.0000,0.2062,20,,4,3200
200,8,4,10000,0.0001,0.0011,2,0.0003,2,0.75,0.0000,2.2191,16,0.8,4,200600
100,4,4,100000,0.0000,0.0025,8,0.0001,3,0.75,0.0000,28.8133,6,1,9,1010200
200,4,4,10000,0.0001,0.0014,4,0.0003,3,0.5,0.0000,2.6143,1,0.8,7,24000200
400,8,2,1000,0.0001,0.0013,4,0.0003,2,0.5,0.0000,0.1709,17,0.2,8,641600
200,2,8,300.0,0.0001,0.0016,8,0.0003,1,0.5,0.0000,0.0299,1,0.2,8,400
400,8,2,1000,0.0000,0.0024,4,0.0002,1,0.25,0.0000,0.0769,12,1,7,3200
400,8,2,10000,0.0001,0.0013,8,0.0003,2,0.75,0.0000,2.3096,26,0.9,5,1120400
100,8,8,1000,0.0000,0.0009,2,0.0002,2,0.75,0.0000,0.1234,12,1,7,60200
400,8,8,100000,0.0001,0.0016,4,0.0004,3,0.5,0.0000,33.0485,17,0.8,4,192480800
200,8,8,1200.0,,0.0046,8,,1,0.5,0.0000,0.2929,15,,1,1600
100,8,2,10000,0.0000,0.0058,4,0.0003,3,0.25,0.0000,3.0377,23,1,4,3020300
200,4,4,10000,0.0000,0.0037,4,0.0003,2,0.5,0.0000,3.1612,6,1,0,120200
200,4,4,1000,,0.0032,4,,2,0.25,0.0000,0.1798,6,,9,80400
200,2,4,10000,,0.0621,2,,2,0.5,0.0000,2.6037,0,,8,80000
400,8,4,10000,0.0001,0.0029,8,0.0003,2,0.25,0.0000,2.6882,9,1,4,1120400
100,8,2,1000,0.0001,0.0042,2,0.0003,3,0.75,0.0000,0.3566,22,1,0,5010200
200,8,8,100000,0.0001,0.0016,2,0.0002,3,0.5,0.0000,37.9270,23,0.1,3,48080000
200,8,2,1200.0,0.0002,0.0042,4,0.0012,1,0.25,0.0000,0.2536,9,0.8,8,1600
400,8,8,10000,,0.0202,2,,3,0.25,0.0000,3.0846,23,,8,256161200
100,8,8,10000,,0.0557,8,,2,0.5,0.0021,2.7975,4,337.,4,40400
400,8,2,10000,0.0000,0.0014,8,0.0003,2,0.25,0.0000,2.4524,26,1,2,801200
100,8,2,600.0,,59.8568,4,,1,0.75,0.0000,60.0002,9,,8,800
100,4,4,10000,0.0001,0.0015,8,0.0003,3,0.5,0.0000,3.4577,6,0.9,6,2010100
100,8,8,10000,,57.0275,4,,3,0.75,0.0000,60.0002,15,,1,3020300
100,8,4,100000,,0.4906,2,,3,0.75,0.0000,37.4242,3,,7,2050100
400,8,8,1000,,0.0023,8,,1,0.25,0.0000,0.1624,8,,1,3200
200,8,8,1200.0,,59.7429,8,,1,0.5,0.0001,60.0001,22,,2,1600
100,4,4,15150.0,0.0001,0.0015,4,0.0002,2,0.25,0.0000,3.0209,6,0.2,1,20200
200,4,8,100000,0.0000,0.0016,4,0.0001,3,0.25,0.0000,28.4828,1,1,7,24040000
400,8,4,100000,0.0005,0.0062,2,0.0009,3,0.75,0.0000,27.7614,21,0.7,6,192321200
100,8,8,600.0,,0.0022,8,,1,0.75,0.0000,0.0709,20,,2,800
100,8,2,1000,0.0001,0.0016,4,0.0003,2,0.5,0.0000,0.1305,17,0.5,2,50300
200,8,2,1000,0.0001,0.0021,4,0.0003,2,0.25,0.0000,0.1119,17,0.9,9,160800
100,8,4,1000,,0.0026,8,,2,0.25,0.0000,0.1128,9,,7,40400
200,8,4,100000,0.0005,0.6278,2,0.0003,3,0.5,0.0000,21.1495,3,1,8,32080400
100,8,2,1000,0.0000,0.0011,2,0.0003,2,0.5,0.0000,0.2082,19,1,5,40400
200,8,2,100000,0.0001,0.0020,4,0.0004,3,0.5,0.0000,26.6458,15,0.4,8,32040600
400,8,8,100000,0.0001,0.0014,8,0.0002,2,0.5,0.0000,20.6690,20,0.8,2,641600
100,8,8,600.0,,0.0033,8,,1,0.5,0.0000,0.1161,20,,9,800
400,8,8,1000,,0.0037,8,,1,0.75,0.0000,0.1220,20,,4,3200
100,4,4,100000,0.0000,0.0017,8,0.0002,3,0.5,0.0000,20.5683,6,1,1,2020000
100,8,2,600.0,0.0000,0.0040,4,0.0003,1,0.25,0.0000,0.0982,9,1,9,800
100,8,8,10000,0.0001,0.0016,4,0.0003,3,0.5,0.0000,2.3532,15,0.5,6,2020400
200,8,8,1000,,0.0052,2,,1,0.75,0.0000,0.2255,5,,4,1600
400,8,4,100000,0.0000,0.0015,8,0.0003,3,0.25,0.0000,23.9675,1,1,9,192002000
100,8,8,600.0,,0.0042,2,,1,0.75,0.0000,0.1052,5,,7,800
100,8,2,10000,0.0001,0.0014,2,0.0004,3,0.75,0.0000,2.6934,28,0.2,2,3030200
100,4,4,10000,,0.0052,4,,3,0.5,0.0000,2.5332,1,,0,1010200
100,8,8,100000,0.0000,0.0019,4,0.0002,3,0.5,0.0000,25.7197,15,1,8,4020200
200,4,4,60300.0,,45.6277,2,,2,0.75,0.0000,60.0017,0,,6,80400
200,4,4,1000,,0.0021,8,,2,0.5,0.0000,0.1047,4,,6,120200
200,8,2,1200.0,,0.0024,4,,1,0.5,0.0000,0.0990,12,,7,1600
100,8,2,10000,0.0000,0.0009,8,0.0002,2,0.25,0.0000,1.7834,26,1,6,20600
100,8,4,100000,,0.1361,2,,3,0.5,0.0000,27.8880,21,,3,3020300
400,8,4,100000,0.0001,0.0013,2,0.0002,3,0.5,0.0000,31.6993,21,0.3,2,256161200
200,8,4,100000,0.0001,0.0022,8,0.0002,2,0.25,0.0000,21.5657,8,1,5,200600
100,8,4,100000,0.0001,0.0016,2,0.0004,3,0.75,0.0000,30.1718,3,0.4,2,3030200
400,8,2,10000,0.0001,0.0014,2,0.0003,3,0.75,0.0000,2.8710,22,0.6,6,128321600
200,8,8,1000,,0.0049,8,,1,0.75,0.0000,0.1649,8,,4,1600
100,8,8,30300.0,0.0001,0.0014,8,0.0002,2,0.25,0.0000,3.8978,20,1,0,40400
100,8,8,1000,,0.0034,4,,3,0.5,0.0000,0.2102,17,,5,3030200
100,8,4,1000,,0.0057,8,,3,0.25,0.0000,0.1989,12,,8,4020200
400,8,2,10000,0.0000,0.0009,4,0.0002,3,0.25,0.0000,1.0180,23,1,3,128481200
200,8,2,1000,0.0001,0.0009,8,0.0003,2,0.75,0.0000,0.1133,26,0.2,7,200600
100,4,4,1000,,0.0034,2,,2,0.5,0.0000,0.1121,0,,2,30100
100,8,2,1000,0.0001,0.0021,2,0.0004,3,0.5,0.0000,0.3510,28,0.7,3,5020100
100,8,2,1000,0.0001,0.0016,8,0.0004,2,0.5,0.0000,0.1816,26,0.4,1,30500
100,4,4,100000,0.0000,0.0028,8,0.0002,3,0.25,0.0000,21.3506,6,1,9,1010200
400,8,2,1000,,0.0050,2,,2,0.75,0.0001,0.3372,19,,7,801200
200,8,8,10000,,0.0416,2,,2,0.5,0.0000,3.0518,1,,4,240400
400,4,4,1000,0.0001,0.0016,2,0.0005,2,0.5,0.0000,0.3855,0,0.8,7,480400
400,8,8,100000,0.0001,0.0023,4,0.0003,3,0.5,0.0000,29.2365,15,1,3,192321200
100,8,4,100000,0.0001,0.0029,8,0.0005,3,0.75,0.0000,31.4723,1,0.5,9,3000500
100,8,4,52575.0,,0.0931,2,,2,0.5,0.0000,10.5806,16,,8,70100
400,8,2,2400.0,0.0002,0.0020,4,0.0003,1,0.5,0.0000,0.5948,9,0.6,0,3200
400,2,8,600.0,,0.0034,8,,1,0.75,0.0000,0.0915,1,,7,800
100,8,8,10000,,0.0176,8,,2,0.5,0.0000,2.3293,20,,3,50300
200,8,8,1000,,0.0050,2,,1,0.25,0.0000,0.2118,1,,7,1600
100,8,2,100000,0.0000,0.0016,4,0.0002,3,0.5,0.0000,26.1523,23,1,2,5030000
200,4,4,60300.0,,0.4997,2,,2,0.75,0.0000,16.1283,0,,3,80400
400,8,4,100000,0.0001,0.0010,8,0.0002,3,0.5,0.0000,30.2125,1,0.3,9,192002000
200,8,4,1000,,0.0189,2,,3,0.5,0.0000,0.3836,3,,5,40040400
100,4,4,1000,0.0000,0.0017,4,0.0003,3,0.75,0.0000,0.2419,1,1,5,2010100
400,8,4,100000,,0.3708,2,,2,0.75,0.0000,26.5461,16,,8,1120400
100,8,2,1000,0.0000,0.0011,4,0.0002,3,0.5,0.0000,0.1967,23,1,7,3030200
200,2,2,1000,0.0001,0.0021,4,0.0006,3,0.75,0.0001,0.3834,1,1,2,16000000
100,8,4,1000,0.0001,0.0033,8,0.0005,2,0.75,0.0000,0.3552,8,0.7,0,50300
200,8,8,10000,9.5131,9.9837,4,9.6792,3,0.75,0.0000,32.1220,15,1,9,64000000
400,8,2,1000,,0.0159,8,,1,0.75,0.0000,0.2874,6,829.,2,3200
400,8,8,10000,0.0000,0.0016,8,0.0003,2,0.25,0.0000,3.4937,4,1,2,801200
100,8,8,10000,,0.0095,2,,2,0.25,0.0000,2.3927,1,,7,40400
200,8,2,1000,0.0001,0.0085,8,0.0004,2,0.5,0.0000,0.3373,26,1,7,200600
200,8,2,1000,0.0000,0.0009,2,0.0002,3,0.5,0.0000,0.2149,22,1,2,32040600
100,8,4,1000,0.0000,0.0010,4,0.0002,3,0.5,0.0000,0.1246,15,1,5,4020200
400,8,4,10000,,0.0044,2,,3,0.25,0.0000,2.2223,21,,2,256161200
400,8,2,100000,0.0001,0.0014,2,0.0003,3,0.75,0.0000,28.5102,22,0.3,1,192640400
200,8,4,1200.0,0.0000,0.0047,2,0.0003,1,0.25,0.0000,0.2558,5,1,8,1600
200,2,2,100000,0.0001,0.0020,4,0.0003,3,0.25,0.0000,26.5497,1,0.2,3,8040000
200,8,2,90750.0,0.0001,0.0012,2,0.0002,2,0.25,0.0000,19.3503,27,0.2,3,121000
100,8,2,1000,0.0000,0.0009,2,0.0002,3,0.25,0.0000,0.1681,22,1,4,3030200
400,2,4,10000,0.0000,0.0015,2,0.0003,2,0.75,0.0000,1.6077,0,1,2,160400
400,8,8,1000,,0.0044,2,,1,0.25,0.0000,0.1316,5,,1,3200
400,8,4,10000,0.0001,0.0010,2,0.0003,3,0.25,0.0000,1.4819,3,0.9,0,192321200
100,4,4,10000,,0.0262,2,,2,0.5,0.0000,2.7859,0,,3,20200
