maximum.arity,number.of.predicates,number.of.variables,domain.size,number.of.facts,universe.size,Propagating evidence,Cycle breaking,instance,Grounding,number.of.independent.pairs,Total time,Compiling BDD,answer,proportion.probabilistic,maximum.number.of.nodes
2,8,4,200,100000,200600,0.0000,0.0001,6,0.0010,16,22.8281,0.0014,0.2,0.75,2
3,8,8,400,1000,128321600,0.0000,,6,0.0052,15,0.1073,,,0.75,4
3,2,2,400,10000,64160000,0.0000,0.0002,8,0.0030,1,1.8223,0.0027,0.9,0.25,4
1,8,8,200,1000,1600,0.0000,0.0000,2,0.0021,5,0.0677,0.0011,1,0.25,2
1,8,8,400,1000,3200,0.0000,0.0001,1,0.0016,1,0.2856,0.0017,0.5,0.75,2
2,8,8,400,1000,960800,0.0000,0.0000,6,0.0008,20,0.0849,0.0011,1,0.25,8
1,8,2,400,2400.0,3200,0.0000,0.9144,7,1.1082,12,60.0003,57.7913,,0.75,4
3,8,8,100,100000,6020000,0.0000,0.0002,3,0.0025,23,29.7106,0.0067,0.8,0.5,2
2,8,4,200,60900.0,81200,0.0000,0.0000,0,0.0013,9,12.8778,0.0018,1,0.25,8
1,8,2,100,600.0,800,0.0000,,6,0.0079,9,0.1607,,,0.5,4
2,8,8,100,10000,40400,0.0000,,0,0.0184,4,2.1934,,,0.75,8
3,8,4,400,1000,256320800,0.0000,0.0001,3,0.0148,3,0.3368,0.0035,1,0.25,2
3,4,4,200,100000,16080000,0.0000,0.0001,1,0.0013,6,29.2311,0.0020,0.4,0.75,8
3,8,2,400,1000,256480400,0.0000,0.0000,9,0.0012,28,0.1342,0.0017,1,0.25,2
1,8,8,100,600.0,800,0.0000,,5,0.0026,5,0.0787,,,0.5,2
3,4,4,100,100000,1020100,0.0000,0.0000,8,0.0029,6,25.4248,0.0024,1,0.5,8
3,4,4,400,100000,128320000,0.0000,0.0001,2,0.0010,1,19.9001,0.0016,0.6,0.75,4
3,8,4,400,100000,256161200,0.0000,0.0001,5,0.0009,12,19.8853,0.0027,0.6,0.25,8
1,8,4,400,1000,3200,0.0000,,9,0.0031,10,0.0902,,,0.75,8
1,8,4,200,1000,1600,0.0000,,4,0.0059,9,0.0837,,,0.25,4
2,8,8,100,22875.0,30500,0.0000,,1,55.6052,1,60.0002,,,0.5,2
1,8,8,200,1200.0,1600,0.0000,,8,0.0033,15,0.1505,,,0.25,8
3,8,2,200,1000,24120400,0.0000,0.0000,0,0.0014,28,0.2029,0.0019,1,0.5,2
3,8,2,400,100000,192480800,0.0000,0.0001,7,0.0012,23,26.0294,0.0021,0.4,0.75,4
2,8,8,200,10000,160800,0.0000,0.0000,7,0.0011,1,2.3125,0.0019,1,0.5,2
3,2,2,200,10000,8040000,0.0000,0.0001,1,0.0014,1,2.7712,0.0023,0.2,0.25,4
2,8,8,400,10000,960800,0.0000,0.0001,5,0.0008,4,1.1086,0.0012,0.5,0.75,8
3,8,8,200,1000,24080600,0.0000,,7,0.0048,23,0.1791,,,0.25,2
2,8,2,200,1000,121000,0.0000,,7,0.0055,27,0.3147,,,0.75,2
3,8,8,100,1000,4020200,0.0000,0.0000,9,0.0023,23,0.1901,0.0031,1,0.25,2
1,8,8,100,600.0,800,0.0000,,3,0.0032,1,0.0592,,,0.5,2
3,8,8,400,1000,128481200,0.0000,0.0001,6,0.0010,17,0.1185,0.0022,0.1,0.5,4
3,4,8,400,1000,128000800,0.0000,0.0000,6,0.0021,1,0.1159,0.0012,1,0.25,4
3,8,8,400,10000,128640800,0.0000,0.0001,8,0.0010,17,1.2701,0.0015,0.1,0.5,4
2,2,4,400,100000,320000,0.0000,0.0000,1,0.0017,0,14.8961,0.0026,1,0.25,2
3,8,2,100,100000,2030300,0.0000,0.0001,1,0.0021,15,21.0254,0.0016,0.7,0.25,4
3,8,8,200,100000,32080400,0.0000,0.0000,8,0.0014,15,15.0452,0.0018,1,0.5,4
3,8,4,200,10000,24040800,0.0000,,8,58.4759,15,60.0002,,,0.75,4
1,8,8,200,1200.0,1600,0.0000,0.0004,3,0.0041,15,0.1946,0.0030,0.544,0.5,8
3,8,4,400,10000,256480400,0.0000,0.0001,2,0.0010,1,2.1070,0.0013,0.5,0.25,8
2,4,4,100,15150.0,20200,0.0000,,6,0.0759,6,2.0934,,,0.75,4
2,8,4,200,1000,200600,0.0000,,0,0.0029,8,0.1284,,,0.75,8
1,8,8,400,2400.0,3200,0.0000,,3,0.0026,11,0.2572,,,0.75,4
1,8,8,400,2400.0,3200,0.0000,0.0003,8,0.7180,5,0.8918,0.0012,1,0.25,2
1,8,2,200,1000,1600,0.0000,,9,0.0049,6,0.0948,,,0.5,8
3,2,2,200,100000,8040000,0.0000,0.0001,8,0.0013,1,17.2359,0.0014,0.8,0.75,4
3,8,2,100,100000,4000400,0.0000,0.0000,8,0.0025,22,16.6091,0.0024,1,0.5,2
3,8,4,200,100000,32040600,0.0001,0.0001,2,0.0018,21,23.6560,0.0027,0.4,0.75,2
3,8,8,400,1000,320160800,0.0000,0.0000,7,0.0013,15,0.2365,0.0021,1,0.25,4
2,8,2,400,10000,801200,0.0000,0.0001,4,0.0011,27,1.4933,0.0015,0.7,0.75,2
3,8,8,100,10000,5010200,0.0000,,4,0.0096,23,2.5853,,,0.5,2
2,8,2,200,10000,160800,0.0000,0.0001,9,0.0015,26,2.1140,0.0026,0.4,0.5,8
2,8,2,400,10000,641600,0.0000,0.0000,8,0.0015,19,1.8408,0.0021,1,0.25,2
2,8,2,200,1000,160800,0.0000,0.0001,8,0.0037,17,0.2139,0.0025,0.5,0.75,4
1,8,4,400,1000,3200,0.0000,,0,0.0086,3,0.1586,,733.,0.25,8
3,8,2,100,10000,3010400,0.0000,0.0000,9,0.0016,23,1.9091,0.0025,1,0.75,4
3,4,8,100,1000,2000200,0.0000,0.0000,6,0.0016,1,0.1613,0.0012,1,0.75,4
1,8,2,200,1000,1600,0.0000,,6,0.0044,12,0.1039,,,0.75,4
3,8,2,200,100000,16080800,0.0000,0.0000,3,0.0011,22,16.7402,0.0018,1,0.25,2
2,2,4,200,10000,80000,0.0000,,3,0.0172,0,1.3625,,,0.75,2
2,8,2,400,100000,801200,0.0000,0.0000,0,0.0009,17,13.2242,0.0013,1,0.5,4
3,2,2,100,100000,1010000,0.0000,0.0001,0,0.0030,1,26.4137,0.0024,0.7,0.5,4
2,8,4,100,1000,50300,0.0000,,7,0.0065,8,0.2349,,,0.75,8
2,8,2,100,10000,50300,0.0000,0.0005,2,0.0039,27,2.0801,0.0026,0.1,0.5,2
2,2,4,100,7575.0,10100,0.0000,0.0001,6,0.0016,0,1.5755,0.0026,0.3,0.5,2
3,8,4,100,1000,5020100,0.0000,0.0001,7,0.0016,15,0.2751,0.0024,0.1,0.75,4
3,8,2,400,100000,192161600,0.0000,0.0000,8,0.0012,28,23.1349,0.0013,1,0.25,2
3,8,2,200,10000,24160200,0.0000,0.0003,8,0.0045,23,1.6701,0.0029,0.1,0.25,4
3,8,4,100,1000,5020100,0.0000,0.0000,1,0.0028,3,0.2314,0.0022,1,0.25,2
3,8,2,400,1000,192480800,0.0000,0.0001,9,0.0010,8,0.1587,0.0018,0.9,0.75,4
2,8,8,400,100000,960800,0.0000,,3,0.5945,4,21.8151,,,0.5,8
2,8,2,100,10000,50300,0.0000,0.0001,7,0.0030,26,2.1305,0.0027,0.1,0.5,8
3,8,2,200,100000,48080000,0.0000,0.0001,6,0.0010,28,14.2851,0.0016,0.5,0.25,2
1,8,4,400,1000,3200,0.0000,,5,0.0021,10,0.1228,,,0.75,8
3,8,2,400,10000,192321200,0.0000,0.0001,4,0.0009,23,1.5157,0.0015,0.8,0.75,4
2,4,4,400,1000,320800,0.0000,,9,0.0031,4,0.1117,,,0.5,8
3,8,4,200,100000,32120200,0.0000,,5,0.7856,27,28.3505,,,0.5,2
1,8,8,200,1200.0,1600,0.0001,0.0004,9,0.3156,20,0.5921,0.0032,0.79,0.75,8
1,4,4,200,600.0,800,0.0000,,4,0.0037,5,0.1393,,,0.5,2
2,8,2,400,1000,482000,0.0000,0.0001,0,0.0010,19,0.1516,0.0016,0.5,0.25,2
1,8,4,400,1000,3200,0.0000,0.0001,8,0.0050,5,0.2522,0.0031,0.9,0.5,2
3,4,4,100,100000,2020000,0.0000,0.0004,2,0.0057,1,43.6691,0.0050,0.6,0.75,4
2,8,4,400,1000,641600,0.0000,,2,0.0141,9,0.3179,,,0.75,8
2,8,4,200,1000,200600,0.0000,0.0001,5,0.0016,8,0.2997,0.0026,0.2,0.75,8
2,8,2,100,10000,50300,0.0000,0.0001,3,0.0016,19,3.0572,0.0030,0.7,0.5,2
2,4,4,200,90150.0,120200,0.0000,0.0008,8,0.0049,4,29.6829,0.0044,0.56344,0.75,8
2,4,4,200,1000,80400,0.0000,0.0000,2,0.0016,4,0.3429,0.0025,1,0.5,8
1,8,2,200,1200.0,1600,0.0000,,0,0.0070,6,0.2676,,,0.5,8
2,2,4,200,1000,40200,0.0000,0.0000,9,0.0052,0,0.2782,0.0023,1,0.75,2
3,8,2,400,1000,192321200,0.0000,0.0000,1,0.0016,23,0.2538,0.0031,1,0.25,4
2,2,4,200,10000,40200,0.0001,0.0003,0,0.0019,0,3.6154,0.0118,0.3,0.75,2
2,8,2,400,1000,801200,0.0000,0.0001,1,0.0013,27,0.2466,0.0072,1,0.25,2
2,8,4,400,10000,960800,0.0000,0.0002,1,0.9593,9,3.0185,0.0020,1,0.25,8
3,8,4,400,100000,192480800,0.0000,0.0000,4,0.0019,15,35.5699,0.0025,1,0.5,4
2,8,2,200,100000,200600,0.0000,0.0137,1,0.0021,27,31.8282,0.0063,0.5,0.25,2
3,8,8,100,100000,4020200,0.0000,,8,0.1310,15,41.4801,,,0.75,4
1,8,8,200,1200.0,1600,0.0000,0.0002,9,0.0027,11,0.2509,0.0028,0.5,0.25,4
3,8,2,400,1000,320320400,0.0000,0.0002,3,0.0016,28,0.4062,0.0026,0.6,0.75,2
2,4,4,200,1000,120200,0.0000,0.0004,7,0.0021,6,0.2589,0.0022,1,0.25,4
2,8,8,400,100000,322400,0.0001,,9,0.8638,20,30.6929,,,0.5,8
2,8,4,200,100000,200600,0.0000,,0,0.0683,16,26.5272,,,0.5,2
3,8,2,200,10000,32040600,0.0000,0.0001,4,0.0015,15,1.7597,0.0022,0.2,0.5,4
2,8,2,400,10000,482000,0.0000,0.0001,7,0.0008,27,1.2434,0.0011,0.3,0.5,2
2,4,4,400,10000,320800,0.0000,0.0001,2,0.0009,4,0.9780,0.0012,0.6,0.5,8
3,4,8,100,1000,2000200,0.0000,,6,0.1115,1,0.3125,,,0.5,4
3,2,2,100,100000,1000100,0.0000,0.0001,7,0.0035,1,29.8198,0.0027,0.8,0.5,4
3,8,2,100,10000,2030300,0.0000,0.0000,2,0.0047,15,3.0536,0.0025,1,0.25,4
3,8,2,100,1000,2050100,0.0000,0.0000,5,0.0014,23,0.3272,0.0024,1,0.5,4
3,2,2,200,100000,8040000,0.0000,0.0009,8,0.0065,1,36.2082,0.0056,0.7,0.5,4
3,4,8,400,100000,128000800,0.0000,0.0001,5,0.0011,1,41.0595,0.0071,0.1,0.5,4
1,8,4,400,1000,3200,0.0000,0.0004,4,0.0052,5,0.2803,0.0076,0.8,0.75,2
2,8,2,100,1000,50300,0.0000,0.0000,0,0.0042,27,0.3476,0.0026,1,0.5,2
1,8,4,200,1200.0,1600,0.0000,0.0002,4,0.0064,5,0.3742,0.0028,0.3,0.5,2
3,8,2,400,1000,192321200,0.0000,0.0001,1,0.0015,23,0.2939,0.0027,0.2,0.5,4
3,8,2,100,1000,3020300,0.0000,0.0001,4,0.0029,23,0.4219,0.0018,1,0.5,4
3,4,4,100,1000,2000200,0.0001,0.0001,4,0.0078,1,0.3314,0.0035,0.8,0.25,4
3,4,8,100,100000,2000200,0.0000,0.0001,5,0.0026,1,40.4237,0.0028,0.4,0.5,4
2,8,4,100,30300.0,40400,0.0000,,5,0.0464,16,9.6924,,,0.75,2
1,8,4,400,1000,3200,0.0000,,8,0.0130,9,0.2935,,,0.75,4
2,8,4,200,100000,280200,0.0000,0.0000,8,0.0044,16,37.1898,0.0021,1,0.75,2
3,8,8,100,100000,5010200,0.0002,0.0026,4,0.0099,15,41.3000,0.0029,0.7,0.75,4
3,8,4,400,100000,128162000,0.0000,0.0001,5,0.0018,21,34.7025,0.0033,0.8,0.25,2
2,4,4,400,10000,320800,0.0000,,4,1.8665,0,5.1663,,,0.75,2
3,8,2,100,1000,2020400,0.0000,0.0001,3,0.0031,22,0.3987,0.0022,1,0.25,2
3,8,4,200,100000,24080600,0.0000,0.0001,7,0.0018,1,41.7169,0.0026,0.6,0.75,8
2,8,2,100,1000,60200,0.0000,0.0000,8,0.0032,27,0.2348,0.0083,1,0.25,2
3,4,8,100,1000,1000300,0.0000,0.0000,9,0.0015,1,0.2580,0.0021,1,0.25,4
1,8,4,400,1000,3200,0.0000,,5,0.0066,9,0.2311,,,0.5,4
3,8,8,200,10000,24080600,0.0003,0.0002,1,0.0103,17,3.4579,0.0045,0.9,0.5,4
3,4,4,100,100000,1020100,0.0000,0.0000,8,0.0020,1,37.2164,0.0018,1,0.5,4
2,8,4,400,1000,801200,0.0000,0.0001,4,0.0033,16,0.2104,0.0028,0.9,0.25,2
3,8,4,400,100000,128481200,0.0000,0.0000,7,0.0017,27,36.3268,0.0037,1,0.5,2
3,8,4,400,10000,256480400,0.0000,0.0001,5,0.0011,27,3.6097,0.0072,0.7,0.5,2
1,8,8,200,1000,1600,0.0001,,6,0.0132,20,0.2646,,,0.75,8
3,8,4,200,1000,16160400,0.0000,0.0000,8,0.0015,21,0.3461,0.0035,1,0.5,2
2,8,2,200,100000,200600,0.0000,0.0000,2,0.0022,17,29.7734,0.0026,1,0.25,4
1,8,8,400,1000,3200,0.0000,,1,0.0064,22,0.3101,,,0.75,8
1,8,8,100,600.0,800,0.0000,,4,0.0054,11,0.1565,,,0.25,4
3,4,4,400,1000,64320400,0.0000,0.0010,8,0.0207,6,0.4334,0.0090,0.2,0.75,8
1,4,2,400,1000,1600,0.0002,,1,0.0152,5,0.2732,,,0.5,4
1,8,8,400,1000,3200,0.0000,,7,0.0118,8,0.2765,,,0.5,8
3,4,4,400,10000,192000400,0.0000,,5,0.0046,6,3.6824,,,0.75,8
3,8,8,100,10000,4020200,0.0001,,8,56.7453,15,60.0002,,,0.5,4
1,8,8,400,1000,3200,0.0000,0.0001,2,0.0031,8,0.2332,0.0064,0.9,0.75,8
2,8,2,100,10000,50300,0.0000,0.0000,0,0.0012,27,2.3062,0.0021,1,0.25,2
1,8,8,200,1000,1600,0.0000,,4,0.0191,5,0.2396,,,0.5,2
3,2,2,400,10000,64160000,0.0001,0.0001,1,0.0037,1,2.9884,0.0043,0.6,0.5,4
1,8,4,100,600.0,800,0.0000,0.0017,5,0.3216,3,0.4584,0.0044,0.1,0.5,8
1,8,2,200,1200.0,1600,0.0000,0.0007,6,0.7902,6,1.0463,0.0025,1,0.5,8
1,8,8,200,1200.0,1600,0.0000,,2,0.0052,15,0.2261,,,0.5,8
3,8,8,400,10000,192002000,0.0000,0.0001,0,0.0016,23,3.0863,0.0107,0.7,0.25,2
2,4,4,200,1000,80400,0.0000,,4,0.3464,0,0.5710,,,0.25,2
3,8,8,400,1000,192321200,0.0001,,7,0.0111,23,0.1984,,,0.75,2
3,8,2,100,10000,4000400,0.0000,0.0001,8,0.0017,22,3.2947,0.0054,0.7,0.5,2
3,8,2,100,10000,5020100,0.0000,0.0000,3,0.0010,28,3.2382,0.0014,1,0.5,2
3,8,2,400,100000,192640400,0.0000,0.0001,8,0.0033,23,30.0125,0.0035,1,0.5,4
1,8,2,200,1200.0,1600,0.0000,0.0000,3,0.0043,6,0.2756,0.0043,1,0.25,8
3,8,8,400,10000,128640800,0.0000,0.0000,8,0.0023,17,3.4079,0.0021,1,0.75,4
3,2,2,100,100000,1000100,0.0000,0.0000,5,0.0027,1,24.3898,0.0019,1,0.25,4
2,8,2,100,10000,30500,0.0000,0.0001,7,0.0013,27,2.6699,0.0019,0.6,0.5,2
3,8,4,200,10000,16080800,0.0000,0.0000,9,0.0020,21,2.6020,0.0032,1,0.5,2
2,8,8,200,10000,121000,0.0000,0.0000,6,0.0011,4,1.8923,0.0022,1,0.5,8
2,8,8,200,10000,240400,0.0000,0.0001,7,0.0013,4,2.4586,0.0024,0.3,0.75,8
2,8,8,200,1000,240400,0.0000,0.0001,4,0.0019,1,0.3375,0.0034,1,0.5,2
2,8,8,100,10000,40400,0.0000,,0,0.0214,20,1.6073,,422.,0.25,8
2,8,8,200,1000,121000,0.0000,0.0001,0,0.0048,12,0.2671,0.0033,1,0.25,2
1,8,4,400,1000,3200,0.0000,,2,0.0083,5,0.2476,,,0.5,2
3,4,4,400,10000,128000800,0.0000,0.0000,4,0.0013,1,3.1211,0.0019,1,0.5,4
3,8,8,200,1000,16120600,0.0000,,6,0.0062,17,0.2101,,,0.75,4
2,8,8,200,1000,240400,0.0000,0.0001,6,0.0132,20,0.1707,0.0022,0.2,0.25,8
3,8,4,400,100000,64800800,0.0000,0.0001,3,0.0015,12,25.0286,0.0025,0.9,0.5,8
1,8,8,100,600.0,800,0.0000,,1,0.0038,20,0.0942,,,0.25,8
3,8,8,100,1000,8000000,0.0000,0.0000,9,0.0015,15,0.2708,0.0022,1,0.5,4
2,4,4,200,1000,120200,0.0000,0.0002,4,0.0027,4,0.2129,0.0029,0.4,0.5,8
1,8,8,100,600.0,800,0.0000,,6,0.0046,8,0.1186,,,0.75,8
3,8,4,400,100000,192480800,0.0000,0.0000,4,0.0013,21,24.6920,0.0022,1,0.5,2
3,8,4,100,1000,4010300,0.0000,0.0000,5,0.0015,12,0.2133,0.0022,1,0.25,8
2,8,8,100,45150.0,60200,0.0000,,1,0.0349,12,9.7413,,,0.5,2
3,8,8,400,10000,320320400,0.0000,0.0000,0,0.0013,17,2.3818,0.0022,1,0.5,4
3,4,4,200,10000,16080000,0.0000,0.0000,2,0.0024,1,1.3031,0.0013,1,0.5,4
2,8,4,100,1000,40400,0.0000,0.0001,5,0.0010,16,0.1237,0.0014,0.5,0.75,2
2,8,8,400,1000,960800,0.0000,,7,0.0060,4,0.1130,,,0.5,8
3,8,2,400,10000,192321200,0.0000,0.0000,4,0.0010,23,1.3284,0.0012,1,0.5,4
3,8,4,400,10000,192480800,0.0000,0.0000,4,0.0009,1,1.2658,0.0013,1,0.5,8
3,8,8,400,10000,320320400,0.0000,0.0000,0,0.0021,17,1.2216,0.0013,1,0.25,4
3,8,4,400,100000,192480800,0.0000,0.0001,0,0.0019,12,15.3666,0.0025,1,0.25,8
2,8,2,100,1000,40400,0.0000,0.0000,3,0.0009,17,0.1269,0.0015,1,0.75,4
3,8,4,200,100000,24001000,0.0000,0.0001,9,0.0017,1,19.9732,0.0016,0.6,0.75,8
2,8,2,200,100000,200600,0.0000,0.0001,4,0.0010,19,17.1038,0.0012,1,0.75,2
2,8,2,400,1000,641600,0.0000,0.0000,3,0.0009,17,0.1096,0.0022,1,0.5,4
2,8,2,100,37725.0,50300,0.0000,0.0000,0,0.0015,17,7.4044,0.0022,1,0.25,4
1,8,8,400,1000,3200,0.0000,,3,0.0034,5,0.1651,,,0.5,2
2,4,4,200,10000,80400,0.0000,,4,0.3494,0,2.4359,,,0.5,2
3,8,4,400,10000,192161600,0.0000,,6,0.0160,3,2.1375,,,0.25,2
2,8,2,100,1000,40400,0.0000,,7,0.0059,17,0.1868,,,0.25,4
3,8,4,100,10000,4010300,0.0000,,7,0.0125,21,2.5551,,,0.5,2
1,8,2,400,1000,3200,0.0000,0.0003,9,0.0039,12,0.1884,0.0028,0.2,0.75,4
1,8,2,100,600.0,800,0.0000,0.0000,4,0.0026,9,0.1084,0.0022,1,0.5,4
2,8,2,100,10000,30500,0.0000,0.0000,3,0.0355,27,1.8402,0.0021,1,0.25,2
3,8,8,200,1000,32040600,0.0000,0.0000,8,0.0024,23,0.2099,0.0021,1,0.25,2
1,8,2,200,1200.0,1600,0.0000,0.0001,8,0.0028,12,0.1261,0.0016,0.76,0.75,4
2,8,8,100,22875.0,30500,0.0000,,0,0.0706,1,2.5321,,,0.25,2
3,8,4,200,10000,32080400,0.0000,0.0000,8,0.0013,12,1.2760,0.0012,1,0.25,8
3,8,2,200,10000,24120400,0.0000,0.0000,9,0.0009,8,1.2145,0.0013,1,0.25,4
3,2,2,200,1000,8040000,0.0000,0.0001,8,0.0019,1,0.1373,0.0016,0.2,0.5,4
1,8,2,100,600.0,800,0.0000,0.0000,7,0.0019,6,0.0547,0.0018,1,0.25,8
2,8,2,200,1000,200600,0.0000,0.0001,3,0.0009,19,0.1267,0.0016,0.2,0.25,2
3,4,8,200,10000,16040200,0.0000,,8,0.0115,1,1.4325,,,0.5,4
2,8,8,200,1000,240400,0.0000,0.1202,3,0.2140,4,60.0002,59.4516,,0.75,8
1,8,8,100,600.0,800,0.0000,0.0000,4,0.0024,15,0.0952,0.0023,1,0.25,8
3,8,8,400,1000,192480800,0.0000,0.0000,5,0.0012,17,0.2407,0.0019,1,0.75,4
2,8,2,200,1000,200600,0.0000,0.0001,1,0.0015,27,0.2217,0.0027,0.5,0.75,2
2,8,2,100,10000,40400,0.0000,0.0000,5,0.0010,19,2.1897,0.0012,1,0.75,2
2,8,2,100,10000,40400,0.0000,0.0000,3,0.0010,17,1.1185,0.0015,1,0.25,4
2,4,4,100,30000.0,40000,0.0000,0.0001,3,0.0015,4,6.1467,0.0026,0.5,0.5,8
3,8,2,100,1000,3050000,0.0000,0.0001,9,0.0028,15,0.2407,0.0026,0.5,0.5,4
3,8,2,100,10000,4020200,0.0000,0.0000,0,0.0015,23,2.0980,0.0022,1,0.25,4
2,4,4,400,1000,161200,0.0000,,8,0.0047,6,0.1659,,,0.5,4
2,8,8,100,30300.0,40400,0.0000,,0,0.0427,20,6.4249,,,0.75,8
3,8,2,200,10000,16200200,0.0000,0.0001,5,0.0011,23,1.4289,0.0017,0.9,0.75,4
2,8,4,100,1000,20600,0.0000,,0,0.0031,9,0.1118,,,0.5,8
3,8,4,200,10000,16120600,0.0000,0.0000,1,0.0009,1,1.3287,0.0015,1,0.5,8
1,8,8,200,1200.0,1600,0.0000,,2,0.0062,11,0.1110,,,0.25,4
1,8,8,200,1200.0,1600,0.0000,,0,0.0032,1,0.1044,,,0.5,2
2,8,2,200,10000,121000,0.0000,0.0001,6,0.0009,17,1.1785,0.0015,0.9,0.5,4
2,4,4,200,90150.0,120200,0.0000,0.0000,0,0.0014,6,15.8255,0.0022,1,0.5,4
1,8,8,400,1000,3200,0.0000,0.0002,2,0.0024,22,0.1724,0.0027,0.3,0.5,8
3,8,4,400,100000,256320800,0.0000,,8,32.6543,12,60.0002,,,0.75,8
2,4,4,100,10000,20200,0.0000,0.0003,5,0.0028,4,2.9418,0.0029,0.3,0.75,8
3,8,8,200,1000,48040200,0.0000,0.0001,6,0.0012,23,0.2334,0.0019,0.8,0.75,2
1,8,2,200,1200.0,1600,0.0000,0.0002,6,0.0038,9,0.1711,0.0022,0.9,0.75,4
3,8,2,400,1000,256161200,0.0000,0.0002,5,0.0019,28,0.1756,0.0021,0.1,0.5,2
3,8,2,400,1000,192480800,0.0000,0.0002,4,0.0021,22,0.3872,0.0040,0.3,0.75,2
2,8,2,100,22875.0,30500,0.0000,0.0001,7,0.0014,27,5.4895,0.0024,0.8,0.75,2
3,8,8,200,100000,48000400,0.0001,,2,2.4949,15,32.1189,,,0.75,4
1,8,2,200,1000,1600,0.0000,0.0001,9,0.0040,12,0.1262,0.0017,0.73,0.5,4
2,8,8,400,100000,482000,0.0000,0.0000,8,0.0010,20,22.8285,0.0026,1,0.75,8
3,8,4,400,10000,192161600,0.0000,0.0001,3,0.0010,15,1.2253,0.0014,0.1,0.25,4
2,4,4,200,10000,80400,0.0000,0.0003,5,0.1745,4,1.4078,0.0017,1,0.5,8
2,4,4,400,10000,480400,0.0000,0.0001,6,0.0010,4,1.3776,0.0017,0.8,0.75,8
3,8,4,200,10000,32120200,0.0000,0.0000,2,0.0014,1,1.5555,0.0024,1,0.75,8
1,8,8,400,1000,3200,0.0000,,7,0.0038,22,0.1341,,,0.75,8
2,8,8,400,10000,960800,0.0000,,3,0.0260,4,1.1405,,,0.25,8
1,8,8,400,2400.0,3200,0.0000,,8,0.0028,22,0.2596,,,0.75,8
2,8,8,100,1000,50300,0.0000,0.0000,2,0.0009,4,0.1184,0.0014,1,0.5,8
1,2,8,200,300.0,400,0.0000,,2,0.0045,1,0.0538,,,0.25,8
2,8,4,100,10000,60200,0.0000,15.1956,1,13.1730,9,60.0003,29.9759,,0.5,8
2,8,4,400,1000,801200,0.0000,0.0002,9,0.0052,9,0.3220,0.0040,0.2,0.25,8
2,8,4,400,10000,482000,0.0000,0.0001,9,0.0012,8,2.7139,0.0022,0.8,0.25,8
2,8,8,400,10000,641600,0.0000,0.0005,1,0.9790,4,3.6136,0.0022,0.2,0.5,8
3,8,4,400,1000,128162000,0.0000,0.0001,5,0.0015,21,0.2060,0.0027,0.2,0.5,2
2,8,8,400,10000,641600,0.0002,0.0007,0,0.0070,20,2.9775,0.0097,0.3,0.75,8
3,8,2,400,100000,192480800,0.0000,0.0001,4,0.0014,22,20.7132,0.0027,0.8,0.25,2
2,8,2,400,1000,641600,0.0000,0.0001,9,0.0014,26,0.0924,0.0013,0.9,0.5,8
1,8,2,100,600.0,800,0.0000,,1,0.0022,12,0.0450,,,0.25,4
3,8,8,200,100000,40040400,0.0000,,4,0.1068,23,26.1454,,,0.5,2
3,4,4,200,1000,8080200,0.0000,,8,0.0033,6,0.1603,,,0.25,8
2,2,4,200,1000,40200,0.0000,0.0001,2,0.0011,0,0.2040,0.0022,0.4,0.75,2
3,8,8,200,100000,40120000,0.0000,0.0002,2,0.0025,23,22.3458,0.0039,0.1,0.75,2
2,2,4,200,30150.0,40200,0.0000,0.0001,2,0.0022,0,7.4781,0.0039,1,0.25,2
2,4,4,400,1000,480400,0.0000,0.0002,6,0.0442,4,0.3141,0.0020,0.7,0.5,8
2,8,4,400,10000,801200,0.0000,0.0001,5,0.0013,8,2.8306,0.0020,0.8,0.75,8
2,4,4,400,1000,480400,0.0000,,7,0.0030,6,0.1586,,,0.25,4
3,8,8,100,1000,5020100,0.0000,0.0001,0,0.0015,17,0.2410,0.0019,0.8,0.75,4
1,8,4,200,1000,1600,0.0000,0.2075,7,0.3413,3,1.0730,0.3557,0.1,0.75,8
1,8,8,200,1200.0,1600,0.0000,,5,0.0050,8,0.4052,,,0.75,8
2,8,2,400,1000,960800,0.0000,0.0004,1,0.0019,19,0.1994,0.0102,0.3,0.25,2
1,8,8,400,1000,3200,0.0000,0.0003,0,0.0031,5,0.1439,0.0024,0.945,0.5,2
3,4,4,100,100000,2000200,0.0000,0.0000,9,0.0014,1,28.9533,0.0028,1,0.75,4
1,2,8,200,300.0,400,0.0000,0.0001,6,0.0033,1,0.0755,0.0032,1,0.25,8
2,4,4,100,1000,10300,0.0000,,8,0.0140,6,0.2886,,,0.25,4
1,8,8,400,2400.0,3200,0.0000,0.0000,5,0.0027,22,0.3889,0.0019,1,0.75,8
2,8,2,100,37725.0,50300,0.0000,0.0002,2,0.0023,26,8.3485,0.0022,0.9,0.25,8
1,4,2,200,600.0,800,0.0000,0.0002,4,0.0021,5,0.1002,0.0025,0.6,0.75,4
3,8,2,200,1000,24160200,0.0000,0.0000,1,0.0033,22,0.2059,0.0019,1,0.5,2
1,8,2,200,1200.0,1600,0.0000,,0,0.6257,12,0.8053,,,0.25,4
3,8,2,200,10000,24120400,0.0000,0.0000,7,0.0012,23,2.1118,0.0019,1,0.25,4
3,8,2,200,10000,40080200,0.0000,0.0000,7,0.0012,28,3.0513,0.0017,1,0.5,2
