[1];[1];1;0;1;1;2
[1];[1];1;0;1;2;3
[1];[1];1;0;1;3;3
[1];[1];1;0;1;4;3
[1];[1];1;0;1;5;3
[1];[1];1;0;1;6;3
[1];[1];1;0;2;1;3
[1];[1];1;0;2;2;6
[1];[1];1;0;2;3;7
[1];[1];1;0;2;4;7
[1];[1];1;0;2;5;7
[1];[1];1;0;2;6;7
[1];[1];1;0;3;1;6
[1];[1];1;0;3;2;21
[1];[1];1;0;3;3;41
[1];[1];1;0;3;4;56
[1];[1];1;0;3;5;62
[1];[1];1;0;3;6;63
[1];[1];1;0;4;1;15
[1];[1];1;0;4;2;120
[1];[1];1;0;4;3;575
[1];[1];1;0;4;4;1940
[1];[1];1;0;4;5;4943
[1];[1];1;0;4;6;9948
[1];[1];1;1;1;1;6
[1];[1];1;1;1;2;21
[1];[1];1;1;1;3;41
[1];[1];1;1;1;4;56
[1];[1];1;1;1;5;62
[1];[1];1;1;1;6;63
[1];[1];1;1;2;1;10
[1];[1];1;1;2;2;55
[1];[1];1;1;2;3;175
[1];[1];1;1;2;4;385
[1];[1];1;1;2;5;637
[1];[1];1;1;2;6;847
[1];[1];1;1;3;1;30
[1];[1];1;1;3;2;465
[1];[1];1;1;3;3;4525
[1];[1];1;1;3;4;31930
[1];[1];1;1;4;1;114
[1];[1];1;1;4;2;6555
[1];[1];1;2;1;1;12
[1];[1];1;2;1;2;78
[1];[1];1;2;1;3;298
[1];[1];1;2;1;4;793
[1];[1];1;2;1;5;1585
[1];[1];1;2;1;6;2509
[1];[1];1;2;2;1;21
[1];[1];1;2;2;2;231
[1];[1];1;2;2;3;1561
[1];[1];1;2;2;4;7546
[1];[1];1;2;2;5;27895
[1];[1];1;2;2;6;82159
[1];[1];1;2;3;1;84
[1];[1];1;2;3;2;3570
[1];[1];1;2;3;3;98854
[1];[1];1;2;4;1;417
[1];[1];1;2;4;2;87153
[1];[1];1;3;1;1;20
[1];[1];1;3;1;2;210
[1];[1];1;3;1;3;1350
[1];[1];1;3;1;4;6195
[1];[1];1;3;1;5;21699
[1];[1];1;3;1;6;60459
[1];[1];1;3;2;1;36
[1];[1];1;3;2;2;666
[1];[1];1;3;2;3;7806
[1];[1];1;3;2;4;66711
[1];[1];1;3;3;1;180
[1];[1];1;3;3;2;16290
[1];[1];1;3;4;1;1092
[1];[1];2;0;1;1;3
[1];[1];2;0;1;2;6
[1];[1];2;0;1;3;7
[1];[1];2;0;1;4;7
[1];[1];2;0;1;5;7
[1];[1];2;0;1;6;7
[1];[1];2;0;2;1;5
[1];[1];2;0;2;2;15
[1];[1];2;0;2;3;25
[1];[1];2;0;2;4;30
[1];[1];2;0;2;5;31
[1];[1];2;0;2;6;31
[1];[1];2;0;3;1;15
[1];[1];2;0;3;2;120
[1];[1];2;0;3;3;575
[1];[1];2;0;3;4;1940
[1];[1];2;0;3;5;4943
[1];[1];2;0;3;6;9948
[1];[1];2;0;4;1;57
[1];[1];2;0;4;2;1653
[1];[1];2;0;4;3;30913
[1];[1];2;1;1;1;7
